word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,,,
जेरैबो,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
जेल,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
जेसेबां,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
जेहादी,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
जैया,1,1,25,3.225050696,0.04,0.129002028,,,,,,,,
जैव,10,10,56,2.225050696,0.178571429,0.397330481,,,,,,,,
जो,10,10,62,2.225050696,0.161290323,0.358879145,,,,,,,,
जों,38,35,383,1.680982652,0.09921671,0.166781569,,,,,,,,
जोंखो,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
"जोंखौ,",1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
जोंखौ।Uttar,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
जोंजों,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
जोंनाबा,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
जोंनि,26,26,291,1.810077348,0.089347079,0.161725124,,,,,,,,
जोंनिआवबा,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
जोंनिथिं,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
जोंफ्रासो,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
जोंबो,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
जोंलाय,1,1,27,3.225050696,0.037037037,0.119446322,,,,,,,,
जोंहा,2,2,14,2.9240207,0.142857143,0.417717243,,,,,,,,
जोंहानि,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
जोकव,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
जोगेश,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
जोगोनै,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
जोङो,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
जोनोम,9,9,89,2.270808187,0.101123596,0.229632289,,,,,,,,
जोबगोन,1,1,52,3.225050696,0.019230769,0.062020206,,,,,,,,
जोबजासिम,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
जोबथे,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
जोबनांगौ,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
जोबसिगोन,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
जोबसिगौमोन,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
जोबस्रांगोन,1,1,21,3.225050696,0.047619048,0.153573843,,,,,,,,
जोबस्रांनो,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
जोबस्रांसिगोन,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
जोबा,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
जोबाखै,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
जोबाखैना,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
जोबोट,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
जोबोर,5,5,59,2.526080692,0.084745763,0.214074635,,,,,,,,
जोब्बाय,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
जोब्बायबा,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
जोरजिनो,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
जोलै,2,2,21,2.9240207,0.095238095,0.278478162,,,,,,,,
जोलैनि,17,17,196,1.994601775,0.086734694,0.173001174,,,,,,,,
जोव,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
जोहोलाव,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
जौ,4,4,39,2.622990705,0.102564103,0.269024688,,,,,,,,
जौगा,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
जौगानांगौनि,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
जौगानाय,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
जौगानो,1,1,19,3.225050696,0.052631579,0.16973951,,,,,,,,
जौजों,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
जौसां,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
ज्वंग,25,24,146,1.844839454,0.171232877,0.315897167,,,,,,,,
ज्वंगनई,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
ज्वंगी,4,4,20,2.622990705,0.2,0.524598141,,,,,,,,
टाइप,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
टाइम,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
टाउन,2,2,15,2.9240207,0.133333333,0.389869427,,,,,,,,
टि,2,2,29,2.9240207,0.068965517,0.2016566,,,,,,,,
टि0सि0,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
टिंटो,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
टीवी,2,2,7,2.9240207,0.285714286,0.835434486,,,,,,,,
टेस्ट,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
ट्रक,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
ट्राइबल,5,5,22,2.526080692,0.227272727,0.574109248,,,,,,,,
ट्राइबेल,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
ट्रैन,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
ट्रैनऔ,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
ठगुन,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
ठनगनी,4,4,24,2.622990705,0.166666667,0.437165117,,,,,,,,
ठाँव,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
ठांगनांगड़वंगमवन,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
ठिकांग्ना,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
ठेंगा,2,2,12,2.9240207,0.166666667,0.487336783,,,,,,,,
ठेव,9,9,52,2.270808187,0.173076923,0.393024494,,,,,,,,
ठोंगेव,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
डंग,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
डंगनागा,2,2,7,2.9240207,0.285714286,0.835434486,,,,,,,,
डव,5,5,32,2.526080692,0.15625,0.394700108,,,,,,,,
डा,3,3,16,2.747929441,0.1875,0.51523677,,,,,,,,
डाँग,2,2,11,2.9240207,0.181818182,0.531640127,,,,,,,,
डाकाइट,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
डाकाइटफोरखौ,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
डाक्टर,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
डाक्टरनियाल,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
डाबी,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
डायव,2,2,11,2.9240207,0.181818182,0.531640127,,,,,,,,
"डि.सि,",1,1,35,3.225050696,0.028571429,0.092144306,,,,,,,,
डिंव,5,5,23,2.526080692,0.217391304,0.549147976,,,,,,,,
डिटेक्शन,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
डिडेम,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
डिनायल,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
डेट,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
डेनिसन,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
डैनी,2,2,12,2.9240207,0.166666667,0.487336783,,,,,,,,
डॉक्टरा,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
डॉम,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
डोंग,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
डोंगमुन,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
डोंगो,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
डोकनि,3,3,20,2.747929441,0.15,0.412189416,,,,,,,,
डोलोट,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
ड्रग,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
ड्रग्स,4,4,24,2.622990705,0.166666667,0.437165117,,,,,,,,
ड्राइवर,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
ढं,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
ढोंग,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
तंगनव,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
तंगी,2,2,9,2.9240207,0.222222222,0.649782378,,,,,,,,
तमिल,4,4,22,2.622990705,0.181818182,0.476907401,,,,,,,,
तयव,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
तांडव,2,2,9,2.9240207,0.222222222,0.649782378,,,,,,,,
तागुन,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
तिमाओ,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
तिवसनआव,6,6,18,2.446899446,0.333333333,0.815633149,,,,,,,,
तेंदुलकर,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
तो,7,7,42,2.379952656,0.166666667,0.396658776,,,,,,,,
तोवनाओ,3,3,11,2.747929441,0.272727273,0.749435302,,,,,,,,
थ,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
थ',1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थ'गायबाय,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थंगबा,3,3,17,2.747929441,0.176470588,0.484928725,,,,,,,,
थंगबाई,2,2,9,2.9240207,0.222222222,0.649782378,,,,,,,,
थंगव,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
थंगुन,14,14,68,2.07892266,0.205882353,0.428013489,,,,,,,,
थंनो,1,1,2,3.225050696,0.5,1.612525348,,,,,,,,
थके,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थगाइसुला,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
थगाय,4,4,18,2.622990705,0.222222222,0.582886823,,,,,,,,
थगायग्रा,2,2,18,2.9240207,0.111111111,0.324891189,,,,,,,,
थगायजा,2,1,15,3.225050696,0.133333333,0.430006759,,,,,,,,
"थगायजाखाबाय,",1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
थगायजोब्बाय,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थगायना,2,2,26,2.9240207,0.076923077,0.224924669,,,,,,,,
थगायनानै,2,2,29,2.9240207,0.068965517,0.2016566,,,,,,,,
थगायनानैजाग्रा,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
थगायनायनि,3,3,41,2.747929441,0.073170732,0.201068008,,,,,,,,
थगायनायल,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
थगायनाया,1,1,2,3.225050696,0.5,1.612525348,,,,,,,,
थगायनो,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
थगायबाय,3,3,32,2.747929441,0.09375,0.257618385,,,,,,,,
थगायबावनो,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
थगायसुला,7,7,61,2.379952656,0.114754098,0.273109321,,,,,,,,
थगायसुलाखाय,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
थगायसुलाखौ,2,2,35,2.9240207,0.057142857,0.167086897,,,,,,,,
थगाायनो,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
थनथ्र,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
थबगां,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
थरलाला,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
था,21,20,230,1.9240207,0.091304348,0.175671455,,,,,,,,
थां,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
थांखि,4,4,52,2.622990705,0.076923077,0.201768516,,,,,,,,
थांखिफोरा,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
थांखिया,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
थांखो,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
थांग,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
थांगडु,5,5,22,2.526080692,0.227272727,0.574109248,,,,,,,,
थांगडुन्गमुन,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थांगबा,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थांगसीनव,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
थांगस्वी,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
थांगोन,12,12,136,2.14586945,0.088235294,0.189341422,,,,,,,,
थांदो,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
थांदों,3,3,24,2.747929441,0.125,0.34349118,,,,,,,,
थांदोमोन,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
थांदोलै,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
थांना,3,3,52,2.747929441,0.057692308,0.158534391,,,,,,,,
थांनांगौ,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
थांनानै,2,2,51,2.9240207,0.039215686,0.114667478,,,,,,,,
थांनाय,5,5,74,2.526080692,0.067567568,0.170681128,,,,,,,,
थांनायखौ,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
थांनायाव,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थांनो,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
थांफानाय,1,1,52,3.225050696,0.019230769,0.062020206,,,,,,,,
"थांबाय,",1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
"थांमारबाय,",1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
थाइगार,8,8,69,2.321960709,0.115942029,0.269212836,,,,,,,,
थाइगारनि,1,1,22,3.225050696,0.045454545,0.146593213,,,,,,,,
थाइजौ,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
थाइनैखौलाय,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
थाइम,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
थाइव,11,11,62,2.183658011,0.177419355,0.387423195,,,,,,,,
थाई,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
थाखाखौ,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
थाखाय,32,32,380,1.719900718,0.084210526,0.144833745,,,,,,,,
थाखायनो,9,9,98,2.270808187,0.091836735,0.208543609,,,,,,,,
थाखायल',1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
थाखायसो,1,1,18,3.225050696,0.055555556,0.179169483,,,,,,,,
थाखायालाय,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
थाखो,8,7,91,2.379952656,0.087912088,0.209226607,,,,,,,,
थाखोआवसो,1,1,24,3.225050696,0.041666667,0.134377112,,,,,,,,
थाखोमाना,2,2,24,2.9240207,0.083333333,0.243668392,,,,,,,,
थाखोयाव,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
थागायसुला,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
थागासिनो,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
थागोन,2,2,36,2.9240207,0.055555556,0.162445594,,,,,,,,
थाग्रा,6,6,62,2.446899446,0.096774194,0.236796721,,,,,,,,
थाग्राखायनो,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थाङैजों,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
थाङो,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
थाजोबखो,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
थादों,6,6,63,2.446899446,0.095238095,0.233038042,,,,,,,,
थादोंमोन,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
थादोंमोन।,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थादोलै,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
थादोलैय,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थादो।,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
थानगंव,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
थानगुन,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
थानदा,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
थाना,15,13,134,2.111107344,0.111940299,0.236317986,,,,,,,,
थानांगौ,2,2,14,2.9240207,0.142857143,0.417717243,,,,,,,,
"थानांगौ,",1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थानाङा,4,4,43,2.622990705,0.093023256,0.243999135,,,,,,,,
थानानै,2,2,59,2.9240207,0.033898305,0.099119346,,,,,,,,
थानाबाबो,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
थानाय,2,2,57,2.9240207,0.035087719,0.102597218,,,,,,,,
"थानाय,",1,1,38,3.225050696,0.026315789,0.084869755,,,,,,,,
थानायखौ,3,3,31,2.747929441,0.096774194,0.265928656,,,,,,,,
थानायनि,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
थानायल,2,2,22,2.9240207,0.090909091,0.265820064,,,,,,,,
थानाया,4,4,47,2.622990705,0.085106383,0.223233251,,,,,,,,
थानायाव,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
थानायावनो,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
थानो,14,14,208,2.07892266,0.067307692,0.139927487,,,,,,,,
थानोलाय,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
थान्गनव,2,2,17,2.9240207,0.117647059,0.344002435,,,,,,,,
थान्गनी,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
थाफाहैदोलै,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
थाब,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
थाबसिन,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थाबा,2,2,22,2.9240207,0.090909091,0.265820064,,,,,,,,
थाबाय,1,1,19,3.225050696,0.052631579,0.16973951,,,,,,,,
थाबावखो,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थाबै,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
थाबैनि,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थाबैनो,2,2,10,2.9240207,0.2,0.58480414,,,,,,,,
थाब्ला,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
थामफै,2,2,21,2.9240207,0.095238095,0.278478162,,,,,,,,
थाया,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थायामोन,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थायै,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
थायो,15,15,216,2.048959437,0.069444444,0.14228885,,,,,,,,
थायोब्ला,2,2,19,2.9240207,0.105263158,0.307791653,,,,,,,,
थायोरा,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थायोलाय,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थायोलै,2,2,28,2.9240207,0.071428571,0.208858621,,,,,,,,
थायो।,2,2,42,2.9240207,0.047619048,0.139239081,,,,,,,,
थार,5,5,32,2.526080692,0.15625,0.394700108,,,,,,,,
थारगोन,2,2,14,2.9240207,0.142857143,0.417717243,,,,,,,,
थारनो,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
थारलै,2,2,18,2.9240207,0.111111111,0.324891189,,,,,,,,
थारैनो,2,2,26,2.9240207,0.076923077,0.224924669,,,,,,,,
थासानदियावलाय,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थासारि,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
थासारिखौ,1,1,21,3.225050696,0.047619048,0.153573843,,,,,,,,
थास्लाय,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
थाहैदो,1,1,29,3.225050696,0.034482759,0.111208645,,,,,,,,
थाहैनाया,1,1,62,3.225050696,0.016129032,0.052016947,,,,,,,,
थि.,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थि.एम,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
थिंग्स,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
थिक,4,4,54,2.622990705,0.074074074,0.194295608,,,,,,,,
थिख,1,1,38,3.225050696,0.026315789,0.084869755,,,,,,,,
थिखिनिआवसो,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
थिनखादों,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थिनदों,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
थिनहरदोलै,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
थिफुदलाथार,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
थिफुद्ला,1,1,52,3.225050696,0.019230769,0.062020206,,,,,,,,
थिमि,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
थिसन्ना,1,1,16,3.225050696,0.0625,0.201565669,,,,,,,,
थु,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
थुगाइव,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
थुलायबाय,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थेंगाब,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
थेजफुर,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
थेफाया,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थेबगां,2,2,36,2.9240207,0.055555556,0.162445594,,,,,,,,
थेैदो,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थै,14,13,187,2.111107344,0.07486631,0.158050817,,,,,,,,
थैगोन,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
थैगोनलै,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थैग्राया,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
थैदोलै,2,2,27,2.9240207,0.074074074,0.216594126,,,,,,,,
थैना,2,2,27,2.9240207,0.074074074,0.216594126,,,,,,,,
थैनाय,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
थैनोबो,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
थैनो‌,1,1,22,3.225050696,0.045454545,0.146593213,,,,,,,,
थैबाय,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
थैबासो,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थैब्ला,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थैया,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
थैयो,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थैलाइगोन,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
थैलाइदो,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
थैलाय,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
थैलायहोनोसो,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थैव,2,2,13,2.9240207,0.153846154,0.449849339,,,,,,,,
थैसिगोन,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
थोंनैखौ,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थोगाइना,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
थोगाइबै,2,2,10,2.9240207,0.2,0.58480414,,,,,,,,
थोगैद्ध,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
थोगैना,2,2,15,2.9240207,0.133333333,0.389869427,,,,,,,,
थोगैव,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
थोथ,2,2,13,2.9240207,0.153846154,0.449849339,,,,,,,,
थोद,2,2,15,2.9240207,0.133333333,0.389869427,,,,,,,,
थोर,3,3,15,2.747929441,0.2,0.549585888,,,,,,,,
थोरसि,1,1,14,3.225050696,0.071428571,0.230360764,,,,,,,,
थोरोमखौ,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
थौ,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
थ्राइबेलखौसो,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
थ्वीगुण,1,1,3,3.225050696,0.333333333,1.075016899,,,,,,,,
थ‌,1,1,22,3.225050696,0.045454545,0.146593213,,,,,,,,
द'रना,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
दं,32,32,354,1.719900718,0.09039548,0.155471251,,,,,,,,
दं.नोंलाय,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
दं?,1,1,19,3.225050696,0.052631579,0.16973951,,,,,,,,
दंखायो,1,1,29,3.225050696,0.034482759,0.111208645,,,,,,,,
दंखायोलै,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
दंग,30,30,164,1.747929441,0.182926829,0.319743191,,,,,,,,
दंगबा,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
दंगव,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
दंगा,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
दंथारो,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
दंना,2,2,20,2.9240207,0.1,0.29240207,,,,,,,,
दंनो,2,2,6,2.9240207,0.333333333,0.974673567,,,,,,,,
दंफाङाव,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
दंफेरो,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
दंबा,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
दंबायो,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
दंबावथारो,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
दंबावो,2,2,19,2.9240207,0.105263158,0.307791653,,,,,,,,
दंबोला।,1,1,17,3.225050696,0.058823529,0.189708864,,,,,,,,
दंब्ला,4,4,58,2.622990705,0.068965517,0.180895911,,,,,,,,
दंब्ला।,1,1,52,3.225050696,0.019230769,0.062020206,,,,,,,,
दंमोन,1,1,11,3.225050696,0.090909091,0.293186427,,,,,,,,
दंमोन्नो,1,1,9,3.225050696,0.111111111,0.358338966,,,,,,,,
दंवग,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
दंस,5,4,51,2.622990705,0.098039216,0.257155951,,,,,,,,
दंससो,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
दंसैदां,1,1,13,3.225050696,0.076923077,0.248080823,,,,,,,,
दं।,5,5,120,2.526080692,0.041666667,0.105253362,,,,,,,,
दओराओ,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
दक्थर,1,1,10,3.225050696,0.1,0.32250507,,,,,,,,
दखना,2,2,20,2.9240207,0.1,0.29240207,,,,,,,,
दखनाखौ,1,1,22,3.225050696,0.045454545,0.146593213,,,,,,,,
दखल,1,1,19,3.225050696,0.052631579,0.16973951,,,,,,,,
दखली,1,1,6,3.225050696,0.166666667,0.537508449,,,,,,,,
दखान,1,1,5,3.225050696,0.2,0.645010139,,,,,,,,
दखाननि,1,1,12,3.225050696,0.083333333,0.268754225,,,,,,,,
दग,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
दङ',1,1,30,3.225050696,0.033333333,0.10750169,,,,,,,,
दनजिथ,1,1,22,3.225050696,0.045454545,0.146593213,,,,,,,,
दनदा,2,2,15,2.9240207,0.133333333,0.389869427,,,,,,,,
दनदाखौ,1,1,8,3.225050696,0.125,0.403131337,,,,,,,,
दबव,5,5,30,2.526080692,0.166666667,0.421013449,,,,,,,,
दबी,2,2,14,2.9240207,0.142857143,0.417717243,,,,,,,,
दब्ला,1,1,15,3.225050696,0.066666667,0.21500338,,,,,,,,
दम,6,6,123,2.446899446,0.048780488,0.119360949,,,,,,,,
दरोगाओं,1,1,4,3.225050696,0.25,0.806262674,,,,,,,,
दर्हसर,1,1,7,3.225050696,0.142857143,0.460721528,,,,,,,,
दलनि,1,1,62,3.225050696,0.016129032,0.052016947,,,,,,,,
दवंग,14,14,75,2.07892266,0.186666667,0.388065563,,,,,,,,
