task_1,word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,,,,,,,,
NOT,তেঁও,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,তেওঁলোকে,2,2,40,3.304921162,0.05,0.165246058,,,,,,,,,,,,,
NOT,তেওক,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,তেওলোকে,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,তেনেকে,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,তেহে,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,তোক।,2,2,38,3.304921162,0.052631579,0.173943219,,,,,,,,,,,,,
NOT,তোমালোক,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,থকাটো,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,থকাতো,2,2,39,3.304921162,0.051282051,0.169483137,,,,,,,,,,,,,
NOT,থকাৰ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,থাকিব।,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,"থাকে,",2,2,51,3.304921162,0.039215686,0.129604751,,,,,,,,,,,,,
NOT,থাকে।,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,থাকেই,2,2,42,3.304921162,0.047619048,0.157377198,,,,,,,,,,,,,
NOT,থাকো,2,2,17,3.304921162,0.117647059,0.388814254,,,,,,,,,,,,,
NOT,থৈ,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,থৈছো,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,দখল,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,দম,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,দলে,2,2,41,3.304921162,0.048780488,0.161215666,,,,,,,,,,,,,
NOT,"দা,",2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,দা।,2,2,58,3.304921162,0.034482759,0.113962799,,,,,,,,,,,,,
NOT,দাই,2,2,40,3.304921162,0.05,0.165246058,,,,,,,,,,,,,
NOT,দাঙি,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,দাঙৰ,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,"দাদা,",2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,দাদা।,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,দাদাৰ,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,দান,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,দামী,3,2,55,3.304921162,0.054545455,0.180268427,,,,,,,,,,,,,
NOT,দায়িত্ব,2,2,42,3.304921162,0.047619048,0.157377198,,,,,,,,,,,,,
NOT,দাল,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,দাসে,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,দাসৰ,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,দিনেশ,2,2,50,3.304921162,0.04,0.132196846,,,,,,,,,,,,,
NOT,দিব।,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,দিবলৈ।,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,দিবা,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,দিয়ক।,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,দিয়া।,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,দিয়ে।,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,দিলা,2,2,12,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
NOT,দিলো,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,দিশে,2,2,51,3.304921162,0.039215686,0.129604751,,,,,,,,,,,,,
NOT,দিয়াটো,2,2,11,3.304921162,0.181818182,0.600894757,,,,,,,,,,,,,
NOT,দিয়াৰ,2,2,44,3.304921162,0.045454545,0.150223689,,,,,,,,,,,,,
NOT,দিয়ে।,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,দিৱসৰ,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,দীপক,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,দুখীয়া,2,2,32,3.304921162,0.0625,0.206557573,,,,,,,,,,,,,
NOT,দুখৰ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,দুজনী,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,দুদিনৰ,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,দেই।,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,দেউতা,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,দেউতাকৰ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,দেখাই,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,দেখাব,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,দেখিছোঁ,2,2,71,3.304921162,0.028169014,0.093096371,,,,,,,,,,,,,
NOT,দেখে,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,দেশত,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,দেৰীকৈ,3,2,28,3.304921162,0.107142857,0.354098696,,,,,,,,,,,,,
NOT,দেৱৰ,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,দোষী,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,দৰমহা,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,দৰিদ্ৰ,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,ধন্যবাদ।,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,ধোঁৱা,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,ধ্বংস,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,নকাচাৰিৰ,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,নকৰাকৈ,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,নকৰিবা,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,নকৰিলে।,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,নকৰে।,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,নজনাকৈ,2,2,36,3.304921162,0.055555556,0.183606731,,,,,,,,,,,,,
NOT,নতুনকৈ,2,2,44,3.304921162,0.045454545,0.150223689,,,,,,,,,,,,,
NOT,নন্দিতা,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,নমাই,2,2,17,3.304921162,0.117647059,0.388814254,,,,,,,,,,,,,
NOT,নলও,2,2,37,3.304921162,0.054054054,0.178644387,,,,,,,,,,,,,
NOT,নষ্ট,2,2,10,3.304921162,0.2,0.660984232,,,,,,,,,,,,,
NOT,নহব,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,নহব।,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,"নহয়,",2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,নহ‌য়,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,নাইকীয়া,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,নাগৰিকত্ব,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,নাছিলোঁ,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,নাজানিলে,2,2,8,3.304921162,0.25,0.82623029,,,,,,,,,,,,,
NOT,নাজানে।,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,নাজানো?,2,2,38,3.304921162,0.052631579,0.173943219,,,,,,,,,,,,,
NOT,নাজায়,2,2,7,3.304921162,0.285714286,0.944263189,,,,,,,,,,,,,
NOT,নাথাকি,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,নাথাকিব।,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,নাথাকে,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,নাপাব,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,নাপালোঁ,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,নাপায়,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,নাভাবো,2,2,85,3.304921162,0.023529412,0.077762851,,,,,,,,,,,,,
NOT,নাযায়,2,2,64,3.304921162,0.03125,0.103278786,,,,,,,,,,,,,
NOT,নি,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,নিকি,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,নিতুমণি,2,2,82,3.304921162,0.024390244,0.080607833,,,,,,,,,,,,,
NOT,নিদিয়ে,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,নিবলৈ,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,নিবিচাৰে,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,নিশ্চয়,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,নিশ্চয়,2,2,17,3.304921162,0.117647059,0.388814254,,,,,,,,,,,,,
NOT,নিৰপেক্ষ,2,2,37,3.304921162,0.054054054,0.178644387,,,,,,,,,,,,,
NOT,নীতি,2,2,47,3.304921162,0.042553191,0.140634943,,,,,,,,,,,,,
NOT,নৃত্য,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,নে।,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,নেট,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,নেপাই,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,নেলাগে,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,নোলাব,2,2,36,3.304921162,0.055555556,0.183606731,,,,,,,,,,,,,
NOT,নোহোৱালৈ,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,নোৱাৰা,2,2,44,3.304921162,0.045454545,0.150223689,,,,,,,,,,,,,
NOT,নোৱাৰিম,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,নোৱাৰিলো,2,2,9,3.304921162,0.222222222,0.734426925,,,,,,,,,,,,,
NOT,ন্যায়,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,নৱনালে,2,2,8,3.304921162,0.25,0.82623029,,,,,,,,,,,,,
NOT,পথাৰ,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,পথাৰত,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,পাঁচ,2,2,35,3.304921162,0.057142857,0.188852638,,,,,,,,,,,,,
NOT,পাইছোঁ,2,2,56,3.304921162,0.035714286,0.118032899,,,,,,,,,,,,,
NOT,পাইয়ে,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,পাকঘৰত,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,পাগলে,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,পাগুলি,2,2,32,3.304921162,0.0625,0.206557573,,,,,,,,,,,,,
NOT,পাতল,3,2,37,3.304921162,0.081081081,0.267966581,,,,,,,,,,,,,
NOT,পাতিব,2,2,64,3.304921162,0.03125,0.103278786,,,,,,,,,,,,,
NOT,পায়,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,পায়।,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,পালট,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,পালি,2,2,12,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
NOT,পাহৰি,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,"পাৰে,",5,2,48,3.304921162,0.104166667,0.344262621,,,,,,,,,,,,,
NOT,পাৰে।,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,পাৰ্থক্য,2,2,38,3.304921162,0.052631579,0.173943219,,,,,,,,,,,,,
NOT,পিছলৈ,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,পিন্ধিছে,2,2,12,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
NOT,পুনৰ,2,2,33,3.304921162,0.060606061,0.200298252,,,,,,,,,,,,,
NOT,পুরাই,2,2,7,3.304921162,0.285714286,0.944263189,,,,,,,,,,,,,
NOT,পুলিচ,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,পুলিচে,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,পূৰণ,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,পৃথিবীত,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,পৃথিৱীত,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,পেংকল,3,2,34,3.304921162,0.088235294,0.291610691,,,,,,,,,,,,,
NOT,পেট,2,2,11,3.304921162,0.181818182,0.600894757,,,,,,,,,,,,,
NOT,পেলাইছে,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,পেলাব,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,পোচাক,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,পোৱাটো,2,2,45,3.304921162,0.044444444,0.146885385,,,,,,,,,,,,,
NOT,প্রথম,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,প্ৰজন্মই,2,2,42,3.304921162,0.047619048,0.157377198,,,,,,,,,,,,,
NOT,প্ৰতিভা,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,প্ৰতিষ্ঠা,2,2,51,3.304921162,0.039215686,0.129604751,,,,,,,,,,,,,
NOT,প্ৰথা,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,প্ৰদান,2,2,35,3.304921162,0.057142857,0.188852638,,,,,,,,,,,,,
NOT,প্ৰদৰ্শন,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,প্ৰভাৱশালী,2,2,49,3.304921162,0.040816327,0.134894741,,,,,,,,,,,,,
NOT,প্ৰমান,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,প্ৰশংসা,2,2,39,3.304921162,0.051282051,0.169483137,,,,,,,,,,,,,
NOT,প্ৰশাসন,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,প্ৰাথমিক,2,2,52,3.304921162,0.038461538,0.127112352,,,,,,,,,,,,,
NOT,প্ৰাৰ্থী,2,2,13,3.304921162,0.153846154,0.50844941,,,,,,,,,,,,,
NOT,প্ৰেমৰ,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,প্ৰেৰণা,2,2,94,3.304921162,0.021276596,0.070317472,,,,,,,,,,,,,
NOT,পঢ়িব,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,পৰম,2,2,42,3.304921162,0.047619048,0.157377198,,,,,,,,,,,,,
NOT,পৰম্পৰা,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,পৰিচালক,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,পৰিছে,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,পৰিণতি,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,পৰিব,2,2,17,3.304921162,0.117647059,0.388814254,,,,,,,,,,,,,
NOT,পৰিবেশ,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,পৰিষদ,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,পৰিস্থিতি,2,2,33,3.304921162,0.060606061,0.200298252,,,,,,,,,,,,,
NOT,পৰে,2,2,33,3.304921162,0.060606061,0.200298252,,,,,,,,,,,,,
NOT,পৰ্টেল,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,পৱিত্ৰ,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,ফল,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,ফলত,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,ফাগলা,2,2,5,3.304921162,0.4,1.321968465,,,,,,,,,,,,,
NOT,ফাদিল,2,2,45,3.304921162,0.044444444,0.146885385,,,,,,,,,,,,,
NOT,ফালে,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,ফাল্টু,2,2,10,3.304921162,0.2,0.660984232,,,,,,,,,,,,,
NOT,ফোন,2,2,35,3.304921162,0.057142857,0.188852638,,,,,,,,,,,,,
NOT,ফ্রেণ্ড,2,2,17,3.304921162,0.117647059,0.388814254,,,,,,,,,,,,,
NOT,বচাবলৈ,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,বজাত,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,বটা,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,বন,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,বনাও,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,বয়সৰ,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,বসুমতাৰী,2,2,12,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
NOT,বহী,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,বহুতে,2,2,15,3.304921162,0.133333333,0.440656155,,,,,,,,,,,,,
NOT,বহূত,3,2,10,3.304921162,0.3,0.991476349,,,,,,,,,,,,,
NOT,বাংলা,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,বাতিল,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,বাতৰি।,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,বাতৰিত,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,বাতৰিৰ,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,বাধ্য,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,বাধ্যতামূলক,2,2,32,3.304921162,0.0625,0.206557573,,,,,,,,,,,,,
NOT,বান্দৰ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,বান্ধি,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,বাবা,2,2,11,3.304921162,0.181818182,0.600894757,,,,,,,,,,,,,
NOT,বাবেই,2,2,35,3.304921162,0.057142857,0.188852638,,,,,,,,,,,,,
NOT,বাসীৰ,2,2,37,3.304921162,0.054054054,0.178644387,,,,,,,,,,,,,
NOT,বাহিৰলৈ,2,2,37,3.304921162,0.054054054,0.178644387,,,,,,,,,,,,,
NOT,বাহিৰা,2,2,38,3.304921162,0.052631579,0.173943219,,,,,,,,,,,,,
NOT,বিক্ৰী,2,2,22,3.304921162,0.090909091,0.300447378,,,,,,,,,,,,,
NOT,বিচাৰ,2,2,12,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
NOT,বিচাৰিছে,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,বিচাৰিছে।,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,বিছনা,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,বিজ্ঞাপন,2,2,52,3.304921162,0.038461538,0.127112352,,,,,,,,,,,,,
NOT,বিদ্যালয়,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,বিদ্যালয়ৰ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,বিধায়ক,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,বিধেয়কৰ,2,2,39,3.304921162,0.051282051,0.169483137,,,,,,,,,,,,,
NOT,বিনম্ৰভাবে,2,2,49,3.304921162,0.040816327,0.134894741,,,,,,,,,,,,,
NOT,বিপদ,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,বিভাগৰ,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,বিভিন্ন,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,বিমান,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,বিল,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,বিলাকে,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,বিশ্বৰ,2,2,21,3.304921162,0.095238095,0.314754396,,,,,,,,,,,,,
NOT,বিশ্লেষণ,2,2,12,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
NOT,বিষয়ত,2,2,67,3.304921162,0.029850746,0.098654363,,,,,,,,,,,,,
NOT,বিষাই,2,2,11,3.304921162,0.181818182,0.600894757,,,,,,,,,,,,,
NOT,বিয়া,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,বিৰল,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,বুজিছো,2,2,68,3.304921162,0.029411765,0.097203564,,,,,,,,,,,,,
NOT,বুজিলা,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,বুলি।,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,বুলিহে,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,বুলিয়ে,2,2,92,3.304921162,0.02173913,0.071846112,,,,,,,,,,,,,
NOT,বুলিয়েই,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,বুঢ়া,2,2,29,3.304921162,0.068965517,0.227925597,,,,,,,,,,,,,
NOT,বৃহত্তৰ,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,বোলে,4,2,49,3.304921162,0.081632653,0.269789483,,,,,,,,,,,,,
NOT,বোৰক,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,বোৰেও,2,2,51,3.304921162,0.039215686,0.129604751,,,,,,,,,,,,,
NOT,ব্যক্তি।,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,ব্যক্তিগত,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,ব্যস্ত,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,ব্যৱসায়,2,2,73,3.304921162,0.02739726,0.090545785,,,,,,,,,,,,,
NOT,বড়ো,2,2,28,3.304921162,0.071428571,0.236065797,,,,,,,,,,,,,
NOT,বয়সত,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,"বৰপেটালৈ,",2,2,38,3.304921162,0.052631579,0.173943219,,,,,,,,,,,,,
NOT,বৰ্ণনা,2,2,36,3.304921162,0.055555556,0.183606731,,,,,,,,,,,,,
NOT,ভংগ,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,ভক্ত,2,2,38,3.304921162,0.052631579,0.173943219,,,,,,,,,,,,,
NOT,ভগৱান,2,2,14,3.304921162,0.142857143,0.472131595,,,,,,,,,,,,,
NOT,ভট্টাচাৰ্যক,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,ভবা,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,ভবিষ্যতৰ,2,2,12,3.304921162,0.166666667,0.550820194,,,,,,,,,,,,,
NOT,ভয়,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,ভাইটি,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,ভাইৰ,2,2,26,3.304921162,0.076923077,0.254224705,,,,,,,,,,,,,
NOT,ভাগ্য,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,ভাবিছিলো,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,ভাবিছোঁ,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,ভাবো,2,2,34,3.304921162,0.058823529,0.194407127,,,,,,,,,,,,,
NOT,ভাল।,2,2,24,3.304921162,0.083333333,0.275410097,,,,,,,,,,,,,
NOT,ভালদৰে,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,ভালে,2,2,19,3.304921162,0.105263158,0.347886438,,,,,,,,,,,,,
NOT,ভাষণ,2,2,30,3.304921162,0.066666667,0.220328077,,,,,,,,,,,,,
NOT,ভাষাটো,2,2,59,3.304921162,0.033898305,0.112031226,,,,,,,,,,,,,
NOT,ভাৰতক,2,2,10,3.304921162,0.2,0.660984232,,,,,,,,,,,,,
NOT,ভাৰতে,2,2,16,3.304921162,0.125,0.413115145,,,,,,,,,,,,,
NOT,ভাৱ,2,2,38,3.304921162,0.052631579,0.173943219,,,,,,,,,,,,,
NOT,ভিক্ষা,2,2,43,3.304921162,0.046511628,0.153717263,,,,,,,,,,,,,
NOT,ভিডিঅ'টো,2,2,23,3.304921162,0.086956522,0.287384449,,,,,,,,,,,,,
NOT,ভিডিওটো,2,2,31,3.304921162,0.064516129,0.21322072,,,,,,,,,,,,,
NOT,ভিদিও,2,2,20,3.304921162,0.1,0.330492116,,,,,,,,,,,,,
NOT,ভুক্ত,2,2,75,3.304921162,0.026666667,0.088131231,,,,,,,,,,,,,
NOT,ভুলৰ,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,ভৰাই,2,2,27,3.304921162,0.074074074,0.244808975,,,,,,,,,,,,,
NOT,ভৱা,2,2,25,3.304921162,0.08,0.264393693,,,,,,,,,,,,,
NOT,ভৱিষ্যতে,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,মজাহ,2,2,18,3.304921162,0.111111111,0.367213462,,,,,,,,,,,,,
NOT,মঞ্চত,2,2,63,3.304921162,0.031746032,0.104918132,,,,,,,,,,,,,
