word,word_count,df,doc_len,idf,tf,tf-idf,,,,,,
"গুলো,",1,1,41,3.10754913,0.024390244,,,,,,,
গুলোই,1,1,50,3.10754913,0.02,,,,,,,
গুলোকে,2,2,21,2.806519134,0.095238095,,,,,,,
গুলোর,7,7,165,2.26245109,0.042424242,,,,,,,
গেছি,1,1,14,3.10754913,0.071428571,,,,,,,
গেছিল,2,2,65,2.806519134,0.030769231,,,,,,,
গেছিল।😁,1,1,7,3.10754913,0.142857143,,,,,,,
গেছে,18,18,598,1.852276625,0.030100334,,,,,,,
গেছে!,1,1,9,3.10754913,0.111111111,,,,,,,
"গেছে,",3,3,216,2.630427875,0.013888889,,,,,,,
"গেছে,🥲🥲🥲🥲",1,1,52,3.10754913,0.019230769,,,,,,,
গেছে....এরা,1,1,82,3.10754913,0.012195122,,,,,,,
গেছে?,1,1,16,3.10754913,0.0625,,,,,,,
গেছে।,11,10,361,2.10754913,0.030470914,,,,,,,
গেছে।চলে,1,1,8,3.10754913,0.125,,,,,,,
গেছেন,3,3,69,2.630427875,0.043478261,,,,,,,
গেছেন।,2,2,14,2.806519134,0.142857143,,,,,,,
গেনে,1,1,21,3.10754913,0.047619048,,,,,,,
গেমস,2,1,47,3.10754913,0.042553191,,,,,,,
গেল,8,8,187,2.204459143,0.042780749,,,,,,,
গেল....আমি,1,1,61,3.10754913,0.016393443,,,,,,,
গেল।,3,3,56,2.630427875,0.053571429,,,,,,,
গেলাম,1,1,53,3.10754913,0.018867925,,,,,,,
গেলে,9,9,259,2.15330662,0.034749035,,,,,,,
গেলে......,1,1,18,3.10754913,0.055555556,,,,,,,
গেলেই,4,4,89,2.505489138,0.04494382,,,,,,,
গেলো,8,8,255,2.204459143,0.031372549,,,,,,,
"গেলো,",1,1,43,3.10754913,0.023255814,,,,,,,
"গেলো,,,,ছি",1,1,20,3.10754913,0.05,,,,,,,
গেলো।,2,2,83,2.806519134,0.024096386,,,,,,,
গো,3,3,66,2.630427875,0.045454545,,,,,,,
গোঁড়ামি,1,1,20,3.10754913,0.05,,,,,,,
গোটা,9,8,391,2.204459143,0.023017903,,,,,,,
গোদি,1,1,34,3.10754913,0.029411765,,,,,,,
গোপন,1,1,6,3.10754913,0.166666667,,,,,,,
গোপনাঙ্গে,1,1,19,3.10754913,0.052631579,,,,,,,
গোবর,1,1,29,3.10754913,0.034482759,,,,,,,
গোমাতা,1,1,51,3.10754913,0.019607843,,,,,,,
গোমাতার,1,1,10,3.10754913,0.1,,,,,,,
গোয়ায়,1,1,51,3.10754913,0.019607843,,,,,,,
গোল্লা,1,1,20,3.10754913,0.05,,,,,,,
গোষ্ঠী,1,1,23,3.10754913,0.043478261,,,,,,,
গোষ্ঠীর,2,2,150,2.806519134,0.013333333,,,,,,,
গোসাই,1,1,83,3.10754913,0.012048193,,,,,,,
গৌতম,1,1,14,3.10754913,0.071428571,,,,,,,
গ্যাং,1,1,12,3.10754913,0.083333333,,,,,,,
গ্যাং-রেপ,1,1,71,3.10754913,0.014084507,,,,,,,
গ্যালন,2,1,77,3.10754913,0.025974026,,,,,,,
গ্রন্থ,1,1,53,3.10754913,0.018867925,,,,,,,
গ্রস্থদের,1,1,43,3.10754913,0.023255814,,,,,,,
গ্রহ,1,1,28,3.10754913,0.035714286,,,,,,,
গ্রহণ,2,2,104,2.806519134,0.019230769,,,,,,,
গ্রহণযোগ্য,1,1,42,3.10754913,0.023809524,,,,,,,
গ্রহণযোগ্যতা,1,1,99,3.10754913,0.01010101,,,,,,,
গ্রহণে,1,1,8,3.10754913,0.125,,,,,,,
গ্রহে,1,1,6,3.10754913,0.166666667,,,,,,,
গ্রাম,1,1,5,3.10754913,0.2,,,,,,,
গ্রামে,2,2,53,2.806519134,0.037735849,,,,,,,
গ্রামের,5,4,147,2.505489138,0.034013605,,,,,,,
গ্রাম্যঞ্চলের,1,1,44,3.10754913,0.022727273,,,,,,,
গ্রাস,1,1,80,3.10754913,0.0125,,,,,,,
গ্রীল,1,1,12,3.10754913,0.083333333,,,,,,,
গ্রীষ্মকাল,1,1,20,3.10754913,0.05,,,,,,,
গ্রুপ,1,1,34,3.10754913,0.029411765,,,,,,,
গ্রেফতার,8,7,317,2.26245109,0.025236593,,,,,,,
গ্ৰিল,1,1,19,3.10754913,0.052631579,,,,,,,
গ‍্যালারি,1,1,17,3.10754913,0.058823529,,,,,,,
ঘটছে,1,1,18,3.10754913,0.055555556,,,,,,,
ঘটনা,7,7,313,2.26245109,0.022364217,,,,,,,
ঘটনা...তাও,1,1,9,3.10754913,0.111111111,,,,,,,
ঘটনার,2,2,88,2.806519134,0.022727273,,,,,,,
ঘটনায়,2,2,117,2.806519134,0.017094017,,,,,,,
"ঘটালেন,তারা",1,1,19,3.10754913,0.052631579,,,,,,,
ঘটিয়েছে।,1,1,43,3.10754913,0.023255814,,,,,,,
ঘটে,1,1,29,3.10754913,0.034482759,,,,,,,
ঘটেছে,1,1,132,3.10754913,0.007575758,,,,,,,
ঘটেছে😂,1,1,13,3.10754913,0.076923077,,,,,,,
ঘণ্টার,1,1,63,3.10754913,0.015873016,,,,,,,
ঘনিষ্ঠ,4,3,83,2.630427875,0.048192771,,,,,,,
ঘন্টা,2,2,40,2.806519134,0.05,,,,,,,
ঘন্টার,1,1,25,3.10754913,0.04,,,,,,,
ঘর,5,5,215,2.408579125,0.023255814,,,,,,,
"ঘর..হয়..,",1,1,10,3.10754913,0.1,,,,,,,
ঘরটা,1,1,6,3.10754913,0.166666667,,,,,,,
ঘরে,8,7,193,2.26245109,0.041450777,,,,,,,
ঘরের,4,4,91,2.505489138,0.043956044,,,,,,,
ঘরোয়া,1,1,11,3.10754913,0.090909091,,,,,,,
ঘষে,2,2,68,2.806519134,0.029411765,,,,,,,
ঘা,1,1,39,3.10754913,0.025641026,,,,,,,
ঘাটাঘাটি,1,1,88,3.10754913,0.011363636,,,,,,,
ঘাটে,2,2,44,2.806519134,0.045454545,,,,,,,
ঘাড়,1,1,31,3.10754913,0.032258065,,,,,,,
ঘাম,1,1,104,3.10754913,0.009615385,,,,,,,
ঘাস,4,4,27,2.505489138,0.148148148,,,,,,,
"ঘাস,",1,1,12,3.10754913,0.083333333,,,,,,,
ঘাস-ফুল,1,1,18,3.10754913,0.055555556,,,,,,,
ঘাড়,1,1,15,3.10754913,0.066666667,,,,,,,
"ঘি,",1,1,80,3.10754913,0.0125,,,,,,,
ঘিন্নো,1,1,33,3.10754913,0.03030303,,,,,,,
ঘুঁটে,1,1,31,3.10754913,0.032258065,,,,,,,
ঘুগনি,1,1,33,3.10754913,0.03030303,,,,,,,
"ঘুগনী,",1,1,26,3.10754913,0.038461538,,,,,,,
ঘুম,3,3,64,2.630427875,0.046875,,,,,,,
ঘুমভেঙ্গেছে,1,1,13,3.10754913,0.076923077,,,,,,,
ঘুমিয়ে,2,2,51,2.806519134,0.039215686,,,,,,,
ঘুর,1,1,19,3.10754913,0.052631579,,,,,,,
ঘুরপথে,1,1,196,3.10754913,0.005102041,,,,,,,
ঘুরলে,1,1,16,3.10754913,0.0625,,,,,,,
ঘুরিয়ে,1,1,137,3.10754913,0.00729927,,,,,,,
ঘুরে,3,3,84,2.630427875,0.035714286,,,,,,,
ঘুষ,3,3,124,2.630427875,0.024193548,,,,,,,
ঘুড়ে,1,1,9,3.10754913,0.111111111,,,,,,,
ঘৃণা,1,1,10,3.10754913,0.1,,,,,,,
ঘৃণার,1,1,28,3.10754913,0.035714286,,,,,,,
ঘৃনা,2,2,13,2.806519134,0.153846154,,,,,,,
ঘেন্না,1,1,33,3.10754913,0.03030303,,,,,,,
ঘের্ণা,1,1,7,3.10754913,0.142857143,,,,,,,
ঘোটলাকে,1,1,7,3.10754913,0.142857143,,,,,,,
ঘোর,1,1,14,3.10754913,0.071428571,,,,,,,
ঘোরাঘুরি,1,1,30,3.10754913,0.033333333,,,,,,,
ঘোষ,2,2,37,2.806519134,0.054054054,,,,,,,
ঘোষিত,1,1,22,3.10754913,0.045454545,,,,,,,
ঘোষের,1,1,14,3.10754913,0.071428571,,,,,,,
ঘ্যামা,1,1,17,3.10754913,0.058823529,,,,,,,
চকলেট,1,1,32,3.10754913,0.03125,,,,,,,
চক্করে,1,1,11,3.10754913,0.090909091,,,,,,,
চক্রবর্তী,1,1,14,3.10754913,0.071428571,,,,,,,
চক্রান্ত,2,2,107,2.806519134,0.018691589,,,,,,,
চক্রের,1,1,27,3.10754913,0.037037037,,,,,,,
চক্ষুর,1,1,77,3.10754913,0.012987013,,,,,,,
চটর,1,1,25,3.10754913,0.04,,,,,,,
চটি,8,6,134,2.329397879,0.059701493,,,,,,,
চটি-চাটা,1,1,26,3.10754913,0.038461538,,,,,,,
চটিচাটা,1,1,14,3.10754913,0.071428571,,,,,,,
চট্টগ্রাম,1,1,23,3.10754913,0.043478261,,,,,,,
চট্টোপাধ্যায়ের,1,1,20,3.10754913,0.05,,,,,,,
চট্টোপাধ্যায়,1,1,6,3.10754913,0.166666667,,,,,,,
চড়।।,1,1,29,3.10754913,0.034482759,,,,,,,
চড়িয়ে,1,1,28,3.10754913,0.035714286,,,,,,,
চড়ে,1,1,9,3.10754913,0.111111111,,,,,,,
চতুর্থ,2,2,43,2.806519134,0.046511628,,,,,,,
চদন,1,1,7,3.10754913,0.142857143,,,,,,,
চন্দন,1,1,11,3.10754913,0.090909091,,,,,,,
চন্দ্রিল,1,1,23,3.10754913,0.043478261,,,,,,,
চপ,7,7,101,2.26245109,0.069306931,,,,,,,
"চপ""",1,1,12,3.10754913,0.083333333,,,,,,,
"চপ,",1,1,26,3.10754913,0.038461538,,,,,,,
চপস,2,2,21,2.806519134,0.095238095,,,,,,,
চপের,1,1,7,3.10754913,0.142857143,,,,,,,
চব্বিশে,1,1,48,3.10754913,0.020833333,,,,,,,
চমৎকার,1,1,13,3.10754913,0.076923077,,,,,,,
চর,1,1,10,3.10754913,0.1,,,,,,,
চরম,1,1,73,3.10754913,0.01369863,,,,,,,
চরমপন্থী,1,1,23,3.10754913,0.043478261,,,,,,,
চরিত্র,4,4,97,2.505489138,0.041237113,,,,,,,
চরিত্রবতী.......,1,1,5,3.10754913,0.2,,,,,,,
চরিত্রবান,2,1,15,3.10754913,0.133333333,,,,,,,
চরিত্রহীন,1,1,28,3.10754913,0.035714286,,,,,,,
চরিত্রহীনদের,1,1,10,3.10754913,0.1,,,,,,,
চরিত্রহীনের,1,1,12,3.10754913,0.083333333,,,,,,,
চরিত্রে,1,1,10,3.10754913,0.1,,,,,,,
চরিত্রের,3,3,87,2.630427875,0.034482759,,,,,,,
চল,1,1,29,3.10754913,0.034482759,,,,,,,
চল।❤️,1,1,28,3.10754913,0.035714286,,,,,,,
চলচ্চিত্র,1,1,29,3.10754913,0.034482759,,,,,,,
চলছিল,1,1,82,3.10754913,0.012195122,,,,,,,
চলছিল।bsf,1,1,31,3.10754913,0.032258065,,,,,,,
চলছে,3,3,108,2.630427875,0.027777778,,,,,,,
"চলছে,",1,1,90,3.10754913,0.011111111,,,,,,,
"চলছে,তারপর",1,1,42,3.10754913,0.023809524,,,,,,,
চলছেন,1,1,24,3.10754913,0.041666667,,,,,,,
চলতেই,1,1,21,3.10754913,0.047619048,,,,,,,
"চলবে,",1,1,49,3.10754913,0.020408163,,,,,,,
চলবে....*রাজ্যের,1,1,196,3.10754913,0.005102041,,,,,,,
চলবে।,2,2,50,2.806519134,0.04,,,,,,,
চলবে।।,1,1,49,3.10754913,0.020408163,,,,,,,
চলল,2,2,116,2.806519134,0.017241379,,,,,,,
চললে,2,2,56,2.806519134,0.035714286,,,,,,,
চলা,1,1,36,3.10754913,0.027777778,,,,,,,
চলাকালীন,1,1,12,3.10754913,0.083333333,,,,,,,
চলি,1,1,53,3.10754913,0.018867925,,,,,,,
চলিতেছে,1,1,10,3.10754913,0.1,,,,,,,
চলুন,1,1,19,3.10754913,0.052631579,,,,,,,
চলে,13,13,643,1.993605777,0.020217729,,,,,,,
চলে।,2,2,35,2.806519134,0.057142857,,,,,,,
চলেছে...,1,1,46,3.10754913,0.02173913,,,,,,,
চলেছে.......,1,1,8,3.10754913,0.125,,,,,,,
চলেছে৷,1,1,57,3.10754913,0.01754386,,,,,,,
চলো,4,4,105,2.505489138,0.038095238,,,,,,,
"চলো,",1,1,12,3.10754913,0.083333333,,,,,,,
চলো।,2,2,50,2.806519134,0.04,,,,,,,
চা,1,1,31,3.10754913,0.032258065,,,,,,,
চাঁদ,1,1,6,3.10754913,0.166666667,,,,,,,
চাঁদা,1,1,21,3.10754913,0.047619048,,,,,,,
চাঁদু।,1,1,23,3.10754913,0.043478261,,,,,,,
চাঁদে,2,2,68,2.806519134,0.029411765,,,,,,,
চাই,8,7,493,2.26245109,0.016227181,,,,,,,
"চাই,",1,1,14,3.10754913,0.071428571,,,,,,,
"চাই,,",1,1,21,3.10754913,0.047619048,,,,,,,
চাই।,1,1,7,3.10754913,0.142857143,,,,,,,
চাইছে,4,4,131,2.505489138,0.030534351,,,,,,,
চাইছে।,1,1,52,3.10754913,0.019230769,,,,,,,
চাইছে।তা,1,1,28,3.10754913,0.035714286,,,,,,,
চাইছেন।,1,1,49,3.10754913,0.020408163,,,,,,,
চাইছেনা,1,1,24,3.10754913,0.041666667,,,,,,,
চাইতে,3,3,57,2.630427875,0.052631579,,,,,,,
চাইনি।বুদ্ধিমান,1,1,17,3.10754913,0.058823529,,,,,,,
চাইবে,1,1,39,3.10754913,0.025641026,,,,,,,
"চাইবে,",1,1,18,3.10754913,0.055555556,,,,,,,
"চাইবেন,",1,1,37,3.10754913,0.027027027,,,,,,,
চাইলে,2,2,86,2.806519134,0.023255814,,,,,,,
চাইলেই,1,1,20,3.10754913,0.05,,,,,,,
চাইলো।,1,1,49,3.10754913,0.020408163,,,,,,,
চাই✊,1,1,21,3.10754913,0.047619048,,,,,,,
চাওটাই,1,1,39,3.10754913,0.025641026,,,,,,,
চাওয়ার,1,1,22,3.10754913,0.045454545,,,,,,,
চাওয়া,1,1,34,3.10754913,0.029411765,,,,,,,
চাওয়ার,1,1,14,3.10754913,0.071428571,,,,,,,
চাকরি,111,88,2193,1.163066458,0.050615595,,,,,,,
"চাকরি,",1,1,43,3.10754913,0.023255814,,,,,,,
চাকরি??,1,1,13,3.10754913,0.076923077,,,,,,,
চাকরি।,2,2,29,2.806519134,0.068965517,,,,,,,
চাকরিগুলো,2,2,47,2.806519134,0.042553191,,,,,,,
চাকরিটা,14,11,194,2.066156445,0.072164948,,,,,,,
চাকরিটাও,2,2,47,2.806519134,0.042553191,,,,,,,
চাকরির,14,13,307,1.993605777,0.045602606,,,,,,,
চাকরী,9,8,203,2.204459143,0.044334975,,,,,,,
চাকরীগুলো,1,1,4,3.10754913,0.25,,,,,,,
চাকরীগুলোও,1,1,116,3.10754913,0.00862069,,,,,,,
চাকীর,1,1,36,3.10754913,0.027777778,,,,,,,
চাকুরি,2,1,22,3.10754913,0.090909091,,,,,,,
চাকুরিপ্রার্থীদের,1,1,20,3.10754913,0.05,,,,,,,
চাকুরী,2,2,45,2.806519134,0.044444444,,,,,,,
চাগিয়ে,1,1,18,3.10754913,0.055555556,,,,,,,
চাঙ্গা,1,1,18,3.10754913,0.055555556,,,,,,,
চাটতে,7,4,79,2.505489138,0.088607595,,,,,,,
চাটনি,1,1,11,3.10754913,0.090909091,,,,,,,
চাটলেই,1,1,19,3.10754913,0.052631579,,,,,,,
"চাটলো,",1,1,15,3.10754913,0.066666667,,,,,,,
চাটা,4,4,56,2.505489138,0.071428571,,,,,,,
চাটাদের,1,1,48,3.10754913,0.020833333,,,,,,,
চাটার,2,2,31,2.806519134,0.064516129,,,,,,,
চাটি।।,1,1,26,3.10754913,0.038461538,,,,,,,
চাটুকারিতা,1,1,8,3.10754913,0.125,,,,,,,
চাটুন,1,1,14,3.10754913,0.071428571,,,,,,,
চাটে,1,1,22,3.10754913,0.045454545,,,,,,,
চাতার,1,1,5,3.10754913,0.2,,,,,,,
চান।,2,2,94,2.806519134,0.021276596,,,,,,,
চান।অন্যের,1,1,45,3.10754913,0.022222222,,,,,,,
চান্স,1,1,14,3.10754913,0.071428571,,,,,,,
চাপ,1,1,10,3.10754913,0.1,,,,,,,
চাপদেওয়ার,1,1,70,3.10754913,0.014285714,,,,,,,
"চাপরাশির,",1,1,29,3.10754913,0.034482759,,,,,,,
চাপা,2,2,91,2.806519134,0.021978022,,,,,,,
চাপাটি,1,1,11,3.10754913,0.090909091,,,,,,,
চাপি,2,1,26,3.10754913,0.076923077,,,,,,,
চাপিয়ে,2,2,92,2.806519134,0.02173913,,,,,,,
চাপিয়ে,1,1,34,3.10754913,0.029411765,,,,,,,
চাপের,1,1,26,3.10754913,0.038461538,,,,,,,
চামচাদের,1,1,10,3.10754913,0.1,,,,,,,
চামচে,2,2,63,2.806519134,0.031746032,,,,,,,
চায়,2,2,22,2.806519134,0.090909091,,,,,,,
"চায়,",1,1,15,3.10754913,0.066666667,,,,,,,
চায়।,1,1,42,3.10754913,0.023809524,,,,,,,
চায়না,1,1,26,3.10754913,0.038461538,,,,,,,
চায়ের,1,1,33,3.10754913,0.03030303,,,,,,,
চার,2,2,52,2.806519134,0.038461538,,,,,,,
চারি,1,1,37,3.10754913,0.027027027,,,,,,,
চারিত্রিক,1,1,15,3.10754913,0.066666667,,,,,,,
চারিদিকে,2,2,148,2.806519134,0.013513514,,,,,,,
চারিপাশে,1,1,4,3.10754913,0.25,,,,,,,
চাল,1,1,104,3.10754913,0.009615385,,,,,,,
চালকের,1,1,17,3.10754913,0.058823529,,,,,,,
চালাচ্ছে।,1,1,13,3.10754913,0.076923077,,,,,,,
চালিয়ে,1,1,24,3.10754913,0.041666667,,,,,,,
চালিয়ে,3,3,110,2.630427875,0.027272727,,,,,,,
চালু,1,1,7,3.10754913,0.142857143,,,,,,,
চাহিয়ে,1,1,62,3.10754913,0.016129032,,,,,,,
চায়,2,2,73,2.806519134,0.02739726,,,,,,,
চিকিৎসা,2,1,19,3.10754913,0.105263158,,,,,,,
চিকিৎসার,1,1,27,3.10754913,0.037037037,,,,,,,
"চিটিংবাজ,",1,1,12,3.10754913,0.083333333,,,,,,,
চিড়িয়াখানার,1,1,19,3.10754913,0.052631579,,,,,,,
চিন,1,1,5,3.10754913,0.2,,,,,,,
চিনতে,1,1,67,3.10754913,0.014925373,,,,,,,
চিনলাম,1,1,23,3.10754913,0.043478261,,,,,,,
চিনি,1,1,6,3.10754913,0.166666667,,,,,,,
চিনির,1,1,8,3.10754913,0.125,,,,,,,
চিনে,3,2,25,2.806519134,0.12,,,,,,,
চিনের,1,1,15,3.10754913,0.066666667,,,,,,,
চিন্তা,13,13,388,1.993605777,0.033505155,,,,,,,
"চিন্তা,এদিকে",1,1,20,3.10754913,0.05,,,,,,,
চিন্তাই,1,1,35,3.10754913,0.028571429,,,,,,,
চিন্তাধারা,2,1,26,3.10754913,0.076923077,,,,,,,
চিন্তাধারা।এত,1,1,24,3.10754913,0.041666667,,,,,,,
চিন্তাভাবনা,2,2,56,2.806519134,0.035714286,,,,,,,
চিন্তাভাবনা..,1,1,14,3.10754913,0.071428571,,,,,,,
চিন্তার,2,2,51,2.806519134,0.039215686,,,,,,,
চিন্তায়,1,1,8,3.10754913,0.125,,,,,,,
চিপতে,2,1,25,3.10754913,0.08,,,,,,,
চিপ্স,1,1,5,3.10754913,0.2,,,,,,,
চিফ!!!,1,1,29,3.10754913,0.034482759,,,,,,,
চির,1,1,42,3.10754913,0.023809524,,,,,,,
চিরকাল,2,2,142,2.806519134,0.014084507,,,,,,,
চিরকুটে,1,1,38,3.10754913,0.026315789,,,,,,,
চিরবিড়,1,1,39,3.10754913,0.025641026,,,,,,,
চিড়িয়াখানা,1,1,13,3.10754913,0.076923077,,,,,,,
চিড়িয়াখানায়,1,1,11,3.10754913,0.090909091,,,,,,,
চীন,3,3,36,2.630427875,0.083333333,,,,,,,
"চীন,",1,1,18,3.10754913,0.055555556,,,,,,,
চুক্তি,1,1,29,3.10754913,0.034482759,,,,,,,
চুনদন,1,1,4,3.10754913,0.25,,,,,,,
চুপ,9,8,416,2.204459143,0.021634615,,,,,,,
চুপচাপ,2,2,66,2.806519134,0.03030303,,,,,,,
চুমন,1,1,23,3.10754913,0.043478261,,,,,,,
চুরি,10,6,282,2.329397879,0.035460993,,,,,,,
চুরি।,1,1,23,3.10754913,0.043478261,,,,,,,
চুরির,5,5,294,2.408579125,0.017006803,,,,,,,
চুল্লিতে,1,1,21,3.10754913,0.047619048,,,,,,,
চুল্লু,2,2,37,2.806519134,0.054054054,,,,,,,
চুষবে,1,1,16,3.10754913,0.0625,,,,,,,
চুসবে।।,1,1,14,3.10754913,0.071428571,,,,,,,
চূড়ান্ত,1,1,126,3.10754913,0.007936508,,,,,,,
চেকাপ,1,1,26,3.10754913,0.038461538,,,,,,,
চেঞ্জ,1,1,50,3.10754913,0.02,,,,,,,
চেঞ্জগুলো,2,1,17,3.10754913,0.117647059,,,,,,,
চেটে,1,1,34,3.10754913,0.029411765,,,,,,,
চেনে,2,2,49,2.806519134,0.040816327,,,,,,,
চেনে।এবপি,1,1,6,3.10754913,0.166666667,,,,,,,
চেনেনা,1,1,10,3.10754913,0.1,,,,,,,
চেনেল,1,1,16,3.10754913,0.0625,,,,,,,
চেয়ারে,1,1,6,3.10754913,0.166666667,,,,,,,
চেয়ে,1,1,19,3.10754913,0.052631579,,,,,,,
"চেয়েছিল,সেই",1,1,32,3.10754913,0.03125,,,,,,,
চেষ্টা,6,6,234,2.329397879,0.025641026,,,,,,,
"চেষ্টা,করেছে",1,1,60,3.10754913,0.016666667,,,,,,,
চেষ্টায়,1,1,88,3.10754913,0.011363636,,,,,,,
চেয়ে,2,2,32,2.806519134,0.0625,,,,,,,
চেয়েছিলাম,1,1,29,3.10754913,0.034482759,,,,,,,
চেয়েছিলেন।সেটা,1,1,126,3.10754913,0.007936508,,,,,,,
চেয়েছিলো।,1,1,25,3.10754913,0.04,,,,,,,
"চেয়েছেন,উনি",1,1,126,3.10754913,0.007936508,,,,,,,
চোখ,3,3,72,2.630427875,0.041666667,,,,,,,
চোখে,11,10,422,2.10754913,0.026066351,,,,,,,
চোখেও,1,1,28,3.10754913,0.035714286,,,,,,,
চোখের,3,3,291,2.630427875,0.010309278,,,,,,,
চোদা,1,1,6,3.10754913,0.166666667,,,,,,,
চোদানো,1,1,13,3.10754913,0.076923077,,,,,,,
চোদোরভাই,1,1,1,3.10754913,1,,,,,,,
চোদ্দ,1,1,28,3.10754913,0.035714286,,,,,,,
চোর,17,12,413,2.028367884,0.041162228,,,,,,,
"চোর,",1,1,12,3.10754913,0.083333333,,,,,,,
"চোর,দুর্নীতিবাজ,তাই",1,1,67,3.10754913,0.014925373,,,,,,,
চোর।,1,1,6,3.10754913,0.166666667,,,,,,,
চোরগুলোকে,1,1,25,3.10754913,0.04,,,,,,,
চোরদের,2,2,87,2.806519134,0.022988506,,,,,,,
চোরাকারবারিদের,1,1,41,3.10754913,0.024390244,,,,,,,
চোরেদের,1,1,41,3.10754913,0.024390244,,,,,,,
চোরের,2,2,63,2.806519134,0.031746032,,,,,,,
চোরেরা,1,1,41,3.10754913,0.024390244,,,,,,,
চৌত্রিশ,1,1,116,3.10754913,0.00862069,,,,,,,
চৌদ্দগুষ্টি,1,1,18,3.10754913,0.055555556,,,,,,,
চ্যানেল,13,13,199,1.993605777,0.065326633,,,,,,,
চ্যানেল।,1,1,2,3.10754913,0.5,,,,,,,
চ্যানেলে,1,1,137,3.10754913,0.00729927,,,,,,,
চ্যাবলামর,1,1,33,3.10754913,0.03030303,,,,,,,
চড়ে,2,2,25,2.806519134,0.08,,,,,,,
চ‍্যানেল,1,1,13,3.10754913,0.076923077,,,,,,,
ছড়িয়ে,2,2,55,2.806519134,0.036363636,,,,,,,
ছবি,31,27,792,1.676185366,0.039141414,,,,,,,
ছবিগুলো,1,1,83,3.10754913,0.012048193,,,,,,,
ছবির,2,2,42,2.806519134,0.047619048,,,,,,,
ছাগল,4,4,78,2.505489138,0.051282051,,,,,,,
ছাগলের,1,1,4,3.10754913,0.25,,,,,,,
ছাড়তে,1,1,63,3.10754913,0.015873016,,,,,,,
ছাড়লে,1,1,20,3.10754913,0.05,,,,,,,
ছাড়া,6,6,214,2.329397879,0.028037383,,,,,,,
ছাড়াই,1,1,21,3.10754913,0.047619048,,,,,,,
ছাড়াও,1,1,20,3.10754913,0.05,,,,,,,
ছাড়িয়ে,1,1,33,3.10754913,0.03030303,,,,,,,
ছাড়ো,1,1,26,3.10754913,0.038461538,,,,,,,
ছাতা,2,2,70,2.806519134,0.028571429,,,,,,,
ছাত্র,3,2,75,2.806519134,0.04,,,,,,,
ছাত্র/ছাত্রী,1,1,44,3.10754913,0.022727273,,,,,,,
ছাত্রী,1,1,11,3.10754913,0.090909091,,,,,,,
ছাত্রীদের,2,2,59,2.806519134,0.033898305,,,,,,,
ছাত্রীর,2,2,82,2.806519134,0.024390244,,,,,,,
ছাত্রীরা,1,1,43,3.10754913,0.023255814,,,,,,,
ছাত্রী🤣🙏,1,1,14,3.10754913,0.071428571,,,,,,,
ছাপা,1,1,12,3.10754913,0.083333333,,,,,,,
ছাপ্পাশ্রী।,1,1,15,3.10754913,0.066666667,,,,,,,
"ছারবেন,শুধু",1,1,11,3.10754913,0.090909091,,,,,,,
ছাড়তে,1,1,12,3.10754913,0.083333333,,,,,,,
ছাড়া,7,6,205,2.329397879,0.034146341,,,,,,,
ছি,12,5,78,2.408579125,0.153846154,,,,,,,
ছি!ছিঃ।,1,1,17,3.10754913,0.058823529,,,,,,,
"ছি,",1,1,73,3.10754913,0.01369863,,,,,,,
"ছি,,,,এরা",1,1,20,3.10754913,0.05,,,,,,,
ছিঃ,8,5,135,2.408579125,0.059259259,,,,,,,
ছিঃ...,1,1,23,3.10754913,0.043478261,,,,,,,
ছিঃ.....!!!!!!,1,1,49,3.10754913,0.020408163,,,,,,,
ছিঃছিঃ,3,1,16,3.10754913,0.1875,,,,,,,
ছিটিয়ে,1,1,63,3.10754913,0.015873016,,,,,,,
ছিনাল.......,1,1,4,3.10754913,0.25,,,,,,,
ছিনালী,1,1,20,3.10754913,0.05,,,,,,,
ছিনিয়ে,2,1,45,3.10754913,0.044444444,,,,,,,
ছিল,18,18,826,1.852276625,0.021791768,,,,,,,
ছিল!!,1,1,6,3.10754913,0.166666667,,,,,,,
ছিল...চাকরি,1,1,33,3.10754913,0.03030303,,,,,,,
ছিল??,1,1,23,3.10754913,0.043478261,,,,,,,
ছিল।,3,3,151,2.630427875,0.01986755,,,,,,,
ছিলনা,1,1,26,3.10754913,0.038461538,,,,,,,
ছিলাম,7,6,263,2.329397879,0.02661597,,,,,,,
"ছিলি,",1,1,36,3.10754913,0.027777778,,,,,,,
ছিলেন,7,6,204,2.329397879,0.034313725,,,,,,,
ছিলেন!!??,1,1,49,3.10754913,0.020408163,,,,,,,
"ছিলেন,",1,1,83,3.10754913,0.012048193,,,,,,,
ছিলেন...,1,1,24,3.10754913,0.041666667,,,,,,,
ছিলেন????,1,1,17,3.10754913,0.058823529,,,,,,,
ছিলেন।,2,2,64,2.806519134,0.03125,,,,,,,
ছিলো,8,8,248,2.204459143,0.032258065,,,,,,,
ছিলো....,1,1,40,3.10754913,0.025,,,,,,,
ছিলো।,2,2,20,2.806519134,0.1,,,,,,,
ছিলো।।।বামফ্রন্ট,1,1,9,3.10754913,0.111111111,,,,,,,
"ছিলোনা,",1,1,29,3.10754913,0.034482759,,,,,,,
ছুঁয়ে,1,1,11,3.10754913,0.090909091,,,,,,,
ছুড়ে,2,2,54,2.806519134,0.037037037,,,,,,,
ছুরি,2,2,102,2.806519134,0.019607843,,,,,,,
ছুড়ছো,1,1,73,3.10754913,0.01369863,,,,,,,
