word,word_count,doc_count,doc_len,idf,tf,tf-idf
চবটকোই,1,1,9,3.605951158,0.111111111,0.40066124
চবতে,1,1,9,3.605951158,0.111111111,0.40066124
চবে,2,2,20,3.304921162,0.1,0.330492116
চবৰে,1,1,32,3.605951158,0.03125,0.112685974
চভাৱ,1,1,13,3.605951158,0.076923077,0.277380858
চমকিচে,1,1,6,3.605951158,0.166666667,0.60099186
চম্ভালি,1,1,12,3.605951158,0.083333333,0.30049593
চম্ভালিব,1,1,6,3.605951158,0.166666667,0.60099186
চয়তান,1,1,15,3.605951158,0.066666667,0.240396744
চয়াবিন,1,1,8,3.605951158,0.125,0.450743895
চল,3,3,25,3.128829903,0.12,0.375459588
চলচ্চিত্ৰ,1,1,12,3.605951158,0.083333333,0.30049593
চলনত,1,1,12,3.605951158,0.083333333,0.30049593
চলনাৰে,1,1,19,3.605951158,0.052631579,0.189786903
চলমান,1,1,26,3.605951158,0.038461538,0.138690429
চলা,2,2,37,3.304921162,0.054054054,0.178644387
চলাই,5,5,85,2.906981153,0.058823529,0.170998891
চলি,10,9,117,2.651708648,0.085470085,0.226641765
চলিছে,2,2,33,3.304921162,0.060606061,0.200298252
চলিব,6,6,83,2.827799907,0.072289157,0.20441927
চলিব!,1,1,13,3.605951158,0.076923077,0.277380858
"চলিব,",1,1,15,3.605951158,0.066666667,0.240396744
চলিব।,1,1,5,3.605951158,0.2,0.721190232
চলিলেও,1,1,16,3.605951158,0.0625,0.225371947
চলিহা,1,1,11,3.605951158,0.090909091,0.327813742
চলিহাই,1,1,8,3.605951158,0.125,0.450743895
চলিহাক,1,1,6,3.605951158,0.166666667,0.60099186
চলিহাৰ,1,1,15,3.605951158,0.066666667,0.240396744
চলে,3,3,22,3.128829903,0.136363636,0.426658623
চলো,2,2,40,3.304921162,0.05,0.165246058
চলোৰে,1,1,24,3.605951158,0.041666667,0.150247965
চলোৱা,1,1,14,3.605951158,0.071428571,0.25756794
চহকী....,1,1,28,3.605951158,0.035714286,0.12878397
চহকী।,1,1,16,3.605951158,0.0625,0.225371947
চহৰতকৈ,1,1,9,3.605951158,0.111111111,0.40066124
চহৰৰ,1,1,20,3.605951158,0.05,0.180297558
চা,9,8,58,2.702861171,0.155172414,0.419409492
চা।,1,1,8,3.605951158,0.125,0.450743895
চাংত,1,1,7,3.605951158,0.142857143,0.51513588
চাংবাদিক!,1,1,8,3.605951158,0.125,0.450743895
চাংবাদিকে,1,1,7,3.605951158,0.142857143,0.51513588
চাংবাদিকৰ,1,1,12,3.605951158,0.083333333,0.30049593
চাই,74,70,977,1.760853118,0.075742068,0.133370656
চাই।,1,1,6,3.605951158,0.166666667,0.60099186
চাইকেল,1,1,16,3.605951158,0.0625,0.225371947
চাইচোহে,1,1,9,3.605951158,0.111111111,0.40066124
চাইছে,1,1,14,3.605951158,0.071428571,0.25756794
চাইছো,5,5,66,2.906981153,0.075757576,0.220225845
চাইজৰ,1,1,11,3.605951158,0.090909091,0.327813742
চাইড,1,1,6,3.605951158,0.166666667,0.60099186
চাইলেন,1,1,22,3.605951158,0.045454545,0.163906871
"চাউল,পানী",1,1,15,3.605951158,0.066666667,0.240396744
চাও,6,6,119,2.827799907,0.050420168,0.142578147
চাওঁ,4,3,37,3.128829903,0.108108108,0.338251881
চাওঁতেই,1,1,13,3.605951158,0.076923077,0.277380858
চাওক,3,3,42,3.128829903,0.071428571,0.22348785
চাওক🙏🙏,1,1,19,3.605951158,0.052631579,0.189786903
চাও‌,1,1,6,3.605951158,0.166666667,0.60099186
চাকি,2,2,15,3.304921162,0.133333333,0.440656155
চাকৰি,19,16,262,2.401831175,0.072519084,0.174178597
চাকৰি।মতবিৰোধ,1,1,15,3.605951158,0.066666667,0.240396744
চাকৰিও,1,1,21,3.605951158,0.047619048,0.17171196
চাকৰিৰ,6,6,78,2.827799907,0.076923077,0.21752307
চাগে,27,27,309,2.174587393,0.087378641,0.190012491
চাগে.........মুঠতে,1,1,21,3.605951158,0.047619048,0.17171196
চাগে।,1,1,8,3.605951158,0.125,0.450743895
চাগৈ,9,9,115,2.651708648,0.07826087,0.207525025
"চাগৈ,",1,1,12,3.605951158,0.083333333,0.30049593
চাগৈ।,1,1,8,3.605951158,0.125,0.450743895
চাচোন,1,1,9,3.605951158,0.111111111,0.40066124
চাঞ্চ,1,1,9,3.605951158,0.111111111,0.40066124
চাতুৰিৰ,1,1,11,3.605951158,0.090909091,0.327813742
চাদা,1,1,6,3.605951158,0.166666667,0.60099186
চাদৰ,1,1,12,3.605951158,0.083333333,0.30049593
চাদৰলৈ,1,1,9,3.605951158,0.111111111,0.40066124
চাধা,3,3,80,3.128829903,0.0375,0.117331121
চান,1,1,7,3.605951158,0.142857143,0.51513588
চানল,1,1,12,3.605951158,0.083333333,0.30049593
চানা,1,1,19,3.605951158,0.052631579,0.189786903
চানি,2,2,27,3.304921162,0.074074074,0.244808975
চানেকি,1,1,13,3.605951158,0.076923077,0.277380858
চান্দা,2,2,56,3.304921162,0.035714286,0.118032899
চাপিবলৈ,1,1,12,3.605951158,0.083333333,0.30049593
চাপোৰ্ট,1,1,19,3.605951158,0.052631579,0.189786903
চাপৰি,2,2,13,3.304921162,0.153846154,0.50844941
চাপৰিত,1,1,11,3.605951158,0.090909091,0.327813742
চাপৰিলে,1,1,20,3.605951158,0.05,0.180297558
চাপৰিৰ,1,1,21,3.605951158,0.047619048,0.17171196
চাপৰী,1,1,8,3.605951158,0.125,0.450743895
চাফা,9,8,96,2.702861171,0.09375,0.253393235
চাব,26,25,304,2.208011149,0.085526316,0.188843059
চাবই,1,1,14,3.605951158,0.071428571,0.25756794
চাবওঁ,1,1,12,3.605951158,0.083333333,0.30049593
চাবনে?,1,1,8,3.605951158,0.125,0.450743895
চাবলে,3,3,49,3.128829903,0.06122449,0.191561014
চাবলৈ,17,17,212,2.375502236,0.080188679,0.190488387
চাবা,3,3,49,3.128829903,0.06122449,0.191561014
চাবা।,1,1,6,3.605951158,0.166666667,0.60099186
চাবি,3,3,40,3.128829903,0.075,0.234662243
চাবো,2,2,31,3.304921162,0.064516129,0.21322072
চাবৰ,1,1,15,3.605951158,0.066666667,0.240396744
চাম,3,3,19,3.128829903,0.157894737,0.494025774
চামক,1,1,17,3.605951158,0.058823529,0.212114774
চামুচ,1,1,14,3.605951158,0.071428571,0.25756794
চামে,1,1,24,3.605951158,0.041666667,0.150247965
চায়,2,2,19,3.304921162,0.105263158,0.347886438
চায়।দয়া,1,1,11,3.605951158,0.090909091,0.327813742
চায়না,1,1,6,3.605951158,0.166666667,0.60099186
চাল,1,1,4,3.605951158,0.25,0.901487789
"চাল-চলনে,",1,1,17,3.605951158,0.058823529,0.212114774
চালক,3,3,69,3.128829903,0.043478261,0.136036083
চালকজনৰ,1,1,20,3.605951158,0.05,0.180297558
চালা,4,4,29,3.003891166,0.137931034,0.414329816
চালাকি,1,1,4,3.605951158,0.25,0.901487789
চালান,1,1,18,3.605951158,0.055555556,0.20033062
"চালামালি""",1,1,11,3.605951158,0.090909091,0.327813742
চালে,5,5,78,2.906981153,0.064102564,0.186344946
চালেই,2,2,24,3.304921162,0.083333333,0.275410097
চালেহে,1,1,11,3.605951158,0.090909091,0.327813742
চালো,4,4,38,3.003891166,0.105263158,0.31619907
চালোঁ,1,1,22,3.605951158,0.045454545,0.163906871
"চালোঁ,",1,1,16,3.605951158,0.0625,0.225371947
চাল্লা,3,3,16,3.128829903,0.1875,0.586655607
চাল্লা!,1,1,17,3.605951158,0.058823529,0.212114774
চাহ,4,4,38,3.003891166,0.105263158,0.31619907
চাহাব,2,2,24,3.304921162,0.083333333,0.275410097
চাহাবে,1,1,16,3.605951158,0.0625,0.225371947
চাহিদা,1,1,12,3.605951158,0.083333333,0.30049593
চাহীনবাগ,1,1,10,3.605951158,0.1,0.360595116
চাহৰ,1,1,11,3.605951158,0.090909091,0.327813742
চাৰ,4,4,43,3.003891166,0.093023256,0.279431736
চাৰ।,1,1,5,3.605951158,0.2,0.721190232
চাৰি,1,1,19,3.605951158,0.052631579,0.189786903
চাৰিওটা,1,1,15,3.605951158,0.066666667,0.240396744
চাৰিওফালে,1,1,19,3.605951158,0.052631579,0.189786903
চাৰিজন,1,1,16,3.605951158,0.0625,0.225371947
চাৰিটা,1,1,15,3.605951158,0.066666667,0.240396744
চাৰিবাৰ,2,2,26,3.304921162,0.076923077,0.254224705
চাৰে,2,2,25,3.304921162,0.08,0.264393693
চাৰেতো,1,1,20,3.605951158,0.05,0.180297558
চাৰ্কাচৰ,1,1,6,3.605951158,0.166666667,0.60099186
চাৰ্কিট,1,1,6,3.605951158,0.166666667,0.60099186
চাৰ্ত,1,1,6,3.605951158,0.166666667,0.60099186
চাৰ্থ,1,1,52,3.605951158,0.019230769,0.069345215
চাৰৰ,3,3,60,3.128829903,0.05,0.156441495
"চাৱনী,",1,1,24,3.605951158,0.041666667,0.150247965
চি,11,7,105,2.760853118,0.104761905,0.289232231
চি:চি:,1,1,17,3.605951158,0.058823529,0.212114774
চিকা,1,1,34,3.605951158,0.029411765,0.106057387
চিকাৰ,1,1,6,3.605951158,0.166666667,0.60099186
চিকিৎসক,1,1,14,3.605951158,0.071428571,0.25756794
চিকিৎসকৰ,1,1,11,3.605951158,0.090909091,0.327813742
চিকিৎসা,2,2,14,3.304921162,0.142857143,0.472131595
চিকিৎসাল,1,1,16,3.605951158,0.0625,0.225371947
চিকিৎসালয়,1,1,16,3.605951158,0.0625,0.225371947
চিকিৎসালয়ত,1,1,8,3.605951158,0.125,0.450743895
চিকিৎসাৰ,1,1,5,3.605951158,0.2,0.721190232
চিকেন,3,3,29,3.128829903,0.103448276,0.323672059
চিখৰ,1,1,12,3.605951158,0.083333333,0.30049593
চিগাৰেট,3,2,48,3.304921162,0.0625,0.206557573
চিঙিলে,1,1,10,3.605951158,0.1,0.360595116
চিঞৰ,3,2,36,3.304921162,0.083333333,0.275410097
চিঞৰি,11,9,145,2.651708648,0.075862069,0.201164104
চিঞৰী,1,1,7,3.605951158,0.142857143,0.51513588
চিটি,1,1,8,3.605951158,0.125,0.450743895
চিঠি,1,1,17,3.605951158,0.058823529,0.212114774
চিঠিখন,1,1,4,3.605951158,0.25,0.901487789
চিতা,1,1,17,3.605951158,0.058823529,0.212114774
চিতাৰ,1,1,10,3.605951158,0.1,0.360595116
চিত্তৰঞ্জন,1,1,8,3.605951158,0.125,0.450743895
চিদা,3,2,56,3.304921162,0.053571429,0.177049348
চিধা,5,5,72,2.906981153,0.069444444,0.201873691
চিধাচিধি,1,1,27,3.605951158,0.037037037,0.133553747
চিধি,1,1,18,3.605951158,0.055555556,0.20033062
চিন,1,1,11,3.605951158,0.090909091,0.327813742
চিনা,1,1,12,3.605951158,0.083333333,0.30049593
চিনাকি,5,5,73,2.906981153,0.068493151,0.199108298
চিনাকী,1,1,12,3.605951158,0.083333333,0.30049593
চিনাক্ত,1,1,9,3.605951158,0.111111111,0.40066124
চিনি,8,8,138,2.702861171,0.057971014,0.156687604
চিনিয়ে,1,1,11,3.605951158,0.090909091,0.327813742
চিনিয়েই,2,2,10,3.304921162,0.2,0.660984232
চিনে,2,2,7,3.304921162,0.285714286,0.944263189
চিনেমা,7,6,52,2.827799907,0.134615385,0.380665372
চিনেমাৰ,1,1,7,3.605951158,0.142857143,0.51513588
চিন্তক,1,1,13,3.605951158,0.076923077,0.277380858
চিন্তধাৰাৰ,1,1,5,3.605951158,0.2,0.721190232
চিন্তা,25,23,379,2.244223322,0.065963061,0.148035839
"চিন্তা,",1,1,5,3.605951158,0.2,0.721190232
চিন্তা।,1,1,2,3.605951158,0.5,1.802975579
চিন্তাধাৰা,2,2,18,3.304921162,0.111111111,0.367213462
"চিন্তাধাৰা,",2,2,21,3.304921162,0.095238095,0.314754396
চিন্তাধাৰাত,1,1,14,3.605951158,0.071428571,0.25756794
চিন্দিকেত,1,1,10,3.605951158,0.1,0.360595116
চিনৰ,1,1,7,3.605951158,0.142857143,0.51513588
চিম,3,2,23,3.304921162,0.130434783,0.431076673
চিমেণ্ট,1,1,7,3.605951158,0.142857143,0.51513588
চিমেন্ট,4,4,33,3.003891166,0.121212121,0.36410802
চিয়াৰ,1,1,8,3.605951158,0.125,0.450743895
চিলতীয়া,1,1,6,3.605951158,0.166666667,0.60099186
চিৎকাৰতহে,1,1,4,3.605951158,0.25,0.901487789
চিৰ,2,2,33,3.304921162,0.060606061,0.200298252
চিৰিয়া,1,1,13,3.605951158,0.076923077,0.277380858
চীনৰ,1,1,11,3.605951158,0.090909091,0.327813742
চুং,1,1,4,3.605951158,0.25,0.901487789
চুকুৰৰ,1,1,29,3.605951158,0.034482759,0.124343143
চুক্তিক,1,1,42,3.605951158,0.023809524,0.08585598
চুচু,1,1,10,3.605951158,0.1,0.360595116
চুচুৰাই,1,1,6,3.605951158,0.166666667,0.60099186
"চুটমাৰণি,",1,1,10,3.605951158,0.1,0.360595116
চুটি,4,3,43,3.128829903,0.093023256,0.291053944
চুটিকৈ,1,1,15,3.605951158,0.066666667,0.240396744
চুতালত,1,1,7,3.605951158,0.142857143,0.51513588
চুতীয়া,1,1,2,3.605951158,0.5,1.802975579
চুদ,1,1,9,3.605951158,0.111111111,0.40066124
চুদন,1,1,5,3.605951158,0.2,0.721190232
চুদা,3,3,30,3.128829903,0.1,0.31288299
চুদাটোৰ,1,1,8,3.605951158,0.125,0.450743895
চুদাসকলৰ,1,1,4,3.605951158,0.25,0.901487789
চুদিব,1,1,31,3.605951158,0.032258065,0.116321005
চুদিলো,1,1,7,3.605951158,0.142857143,0.51513588
চুদু,1,1,32,3.605951158,0.03125,0.112685974
চুদুৰভাই,4,4,30,3.003891166,0.133333333,0.400518822
চুদুৰভাইহতৰ,1,1,4,3.605951158,0.25,0.901487789
চুদৰ,1,1,9,3.605951158,0.111111111,0.40066124
চুধি....,1,1,13,3.605951158,0.076923077,0.277380858
চুন,1,1,5,3.605951158,0.2,0.721190232
চুনৰ,1,1,6,3.605951158,0.166666667,0.60099186
চুপ,2,2,17,3.304921162,0.117647059,0.388814254
চুপতি,1,1,16,3.605951158,0.0625,0.225371947
চুপাৰ,2,2,15,3.304921162,0.133333333,0.440656155
চুপি,1,1,8,3.605951158,0.125,0.450743895
চুব,1,1,2,3.605951158,0.5,1.802975579
চুমা,2,2,20,3.304921162,0.1,0.330492116
চুমাটো,1,1,7,3.605951158,0.142857143,0.51513588
চুমি,9,9,79,2.651708648,0.113924051,0.30209339
চুম্মা,1,1,8,3.605951158,0.125,0.450743895
চুয়ালিক,1,1,8,3.605951158,0.125,0.450743895
চুড়ান্ত,1,1,17,3.605951158,0.058823529,0.212114774
চুৰ,5,4,44,3.003891166,0.113636364,0.341351269
চুৰি,2,2,61,3.304921162,0.032786885,0.108358071
চুৰিদাৰ,1,1,12,3.605951158,0.083333333,0.30049593
চুৰৰ,5,5,32,2.906981153,0.15625,0.454215805
চুৱা,2,2,18,3.304921162,0.111111111,0.367213462
চুৱাছেলেকাৰ,1,1,5,3.605951158,0.2,0.721190232
চুৱৰৰ,2,2,17,3.304921162,0.117647059,0.388814254
চূণ,2,2,13,3.304921162,0.153846154,0.50844941
চে,1,1,20,3.605951158,0.05,0.180297558
চেঁচা,1,1,29,3.605951158,0.034482759,0.124343143
চেই,2,1,42,3.605951158,0.047619048,0.17171196
চেক,1,1,5,3.605951158,0.2,0.721190232
চেকেণ্ডাৰীৰ,1,1,22,3.605951158,0.045454545,0.163906871
চেচা,1,1,8,3.605951158,0.125,0.450743895
চেচাপানি,1,1,8,3.605951158,0.125,0.450743895
চেচেই,1,1,1,3.605951158,1,3.605951158
চেচেয়া,2,1,6,3.605951158,0.333333333,1.201983719
চেণ্টাৰ,1,1,24,3.605951158,0.041666667,0.150247965
চেত,2,2,9,3.304921162,0.222222222,0.734426925
চেতজনীৰ,1,1,7,3.605951158,0.142857143,0.51513588
চেতিয়ালে,1,1,10,3.605951158,0.1,0.360595116
চেদ,1,1,13,3.605951158,0.076923077,0.277380858
চেনাইটি,1,1,28,3.605951158,0.035714286,0.12878397
চেনী,2,2,21,3.304921162,0.095238095,0.314754396
চেনেল,17,16,184,2.401831175,0.092391304,0.221908315
চেনেল.apni,1,1,20,3.605951158,0.05,0.180297558
চেনেল.আৰু,1,1,34,3.605951158,0.029411765,0.106057387
চেনেল।,1,1,2,3.605951158,0.5,1.802975579
চেনেলকেইটা,1,1,18,3.605951158,0.055555556,0.20033062
চেনেলটি,1,1,20,3.605951158,0.05,0.180297558
চেনেলটো,3,3,23,3.128829903,0.130434783,0.408108248
চেনেলটোত,2,2,36,3.304921162,0.055555556,0.183606731
চেনেলটোৰ,2,2,45,3.304921162,0.044444444,0.146885385
চেনেলটোৱেও,1,1,7,3.605951158,0.142857143,0.51513588
চেনেলত,4,4,46,3.003891166,0.086956522,0.261207927
চেনেলতুয়ে,1,1,9,3.605951158,0.111111111,0.40066124
চেনেলনে,1,1,18,3.605951158,0.055555556,0.20033062
চেনেলে,2,2,40,3.304921162,0.05,0.165246058
চেনেলৰ,4,4,41,3.003891166,0.097560976,0.293062553
চেনেহ,1,1,23,3.605951158,0.043478261,0.156780485
চেন্ডেলৰ,1,1,9,3.605951158,0.111111111,0.40066124
চেলখাবি৷,1,1,4,3.605951158,0.25,0.901487789
চেলফি,1,1,10,3.605951158,0.1,0.360595116
চেলাই,1,1,10,3.605951158,0.1,0.360595116
চেলাউৰী,2,2,11,3.304921162,0.181818182,0.600894757
চেলুট,1,1,13,3.605951158,0.076923077,0.277380858
চেলেকি,2,2,40,3.304921162,0.05,0.165246058
চেলেকে,2,2,18,3.304921162,0.111111111,0.367213462
চেলোৱাৰ,1,1,10,3.605951158,0.1,0.360595116
চেল্ফ,1,1,28,3.605951158,0.035714286,0.12878397
"চেল্যুট""",1,1,3,3.605951158,0.333333333,1.201983719
চেষ্টা,9,9,125,2.651708648,0.072,0.190923023
চেষ্টায়ে,2,2,21,3.304921162,0.095238095,0.314754396
চেষ্টাৰ,1,1,17,3.605951158,0.058823529,0.212114774
চেহেৰত,1,1,5,3.605951158,0.2,0.721190232
চেহেৰা,2,2,29,3.304921162,0.068965517,0.227925597
চোন,1,1,13,3.605951158,0.076923077,0.277380858
"চেৰেম,,,",1,1,26,3.605951158,0.038461538,0.138690429
চৈ,1,1,17,3.605951158,0.058823529,0.212114774
চৈধ্য,1,1,15,3.605951158,0.066666667,0.240396744
চোকা,2,1,32,3.605951158,0.0625,0.225371947
চোকুৰ,1,1,8,3.605951158,0.125,0.450743895
চোচমা,1,1,4,3.605951158,0.25,0.901487789
চোন,8,8,75,2.702861171,0.106666667,0.288305192
চোন।,1,1,16,3.605951158,0.0625,0.225371947
চোবৰ,1,1,28,3.605951158,0.035714286,0.12878397
চোমা,1,1,6,3.605951158,0.166666667,0.60099186
চোলা,4,4,48,3.003891166,0.083333333,0.250324264
চোলাটো,1,1,19,3.605951158,0.052631579,0.189786903
চোৰ,7,7,70,2.760853118,0.1,0.276085312
"চোৰ,",1,1,16,3.605951158,0.0625,0.225371947
চোৰজনে,1,1,8,3.605951158,0.125,0.450743895
চোৰোচোটিৰ,1,1,15,3.605951158,0.066666667,0.240396744
চোৰৰ,2,2,13,3.304921162,0.153846154,0.50844941
চোৱা,12,12,169,2.526769912,0.071005917,0.179415615
"চোৱা,",1,1,21,3.605951158,0.047619048,0.17171196
চোৱাচোন।,1,1,2,3.605951158,0.5,1.802975579
চোৱাটো,1,1,13,3.605951158,0.076923077,0.277380858
চোৱাৰ,1,1,14,3.605951158,0.071428571,0.25756794
চ্যানেল,1,1,19,3.605951158,0.052631579,0.189786903
চৰ,6,6,62,2.827799907,0.096774194,0.273658056
"চৰ,লাথি",1,1,7,3.605951158,0.142857143,0.51513588
চৰকাৰ,23,22,298,2.263528477,0.077181208,0.174701862
চৰকাৰ।,1,1,4,3.605951158,0.25,0.901487789
চৰকাৰক,4,4,73,3.003891166,0.054794521,0.164596776
চৰকাৰত,1,1,10,3.605951158,0.1,0.360595116
চৰকাৰলৈ,1,1,15,3.605951158,0.066666667,0.240396744
চৰকাৰী,13,13,192,2.492007805,0.067708333,0.168729695
চৰকাৰীয়েই,1,1,24,3.605951158,0.041666667,0.150247965
চৰকাৰে,30,29,459,2.14355316,0.065359477,0.140101514
"চৰকাৰে,",1,1,20,3.605951158,0.05,0.180297558
চৰকাৰেই,1,1,8,3.605951158,0.125,0.450743895
চৰকাৰেসূবিধা,1,1,13,3.605951158,0.076923077,0.277380858
চৰকাৰৰ,15,14,184,2.459823122,0.081521739,0.200529059
চৰকৰৰ,1,1,15,3.605951158,0.066666667,0.240396744
চৰণত,1,1,10,3.605951158,0.1,0.360595116
চৰণীয়া,3,3,31,3.128829903,0.096774194,0.302789991
চৰত,1,1,19,3.605951158,0.052631579,0.189786903
চৰম,4,4,29,3.003891166,0.137931034,0.414329816
চৰাই,1,1,6,3.605951158,0.166666667,0.60099186
চৰিঅগ্ৰাফাৰ..ফতুৱামি,1,1,7,3.605951158,0.142857143,0.51513588
চৰিএ,1,1,5,3.605951158,0.2,0.721190232
চৰিএত,1,1,5,3.605951158,0.2,0.721190232
চৰিত্র,1,1,16,3.605951158,0.0625,0.225371947
চৰিত্ৰ,1,1,12,3.605951158,0.083333333,0.30049593
চৰিত্ৰৰ,1,1,18,3.605951158,0.055555556,0.20033062
চৰিয়াত,1,1,8,3.605951158,0.125,0.450743895
চৰে,2,2,13,3.304921162,0.153846154,0.50844941
চৰ্চা,2,2,15,3.304921162,0.133333333,0.440656155
চৰ্তন,1,1,13,3.605951158,0.076923077,0.277380858
চৰ্দাৰক,1,1,6,3.605951158,0.166666667,0.60099186
চৰ্দি,1,1,14,3.605951158,0.071428571,0.25756794
চৰৰ,1,1,18,3.605951158,0.055555556,0.20033062
ছ,1,1,7,3.605951158,0.142857143,0.51513588
ছটিয়াই,1,1,16,3.605951158,0.0625,0.225371947
ছদ্মবেশী,1,1,10,3.605951158,0.1,0.360595116
ছব,1,1,26,3.605951158,0.038461538,0.138690429
ছবি,3,3,28,3.128829903,0.107142857,0.335231775
ছবিখনৰ,1,1,6,3.605951158,0.166666667,0.60099186
ছবিত,1,1,6,3.605951158,0.166666667,0.60099186
ছবেই,2,2,17,3.304921162,0.117647059,0.388814254
ছয়,1,1,8,3.605951158,0.125,0.450743895
ছয়গাঁও,3,3,36,3.128829903,0.083333333,0.260735825
ছলোৱা,1,1,9,3.605951158,0.111111111,0.40066124
ছহিদৰ,1,1,12,3.605951158,0.083333333,0.30049593
ছা,3,3,32,3.128829903,0.09375,0.293327803
ছাই,5,5,30,2.906981153,0.166666667,0.484496859
ছাক,2,1,11,3.605951158,0.181818182,0.655627483
ছাকৰি,1,1,7,3.605951158,0.142857143,0.51513588
ছাগল,1,1,5,3.605951158,0.2,0.721190232
ছাগলী,4,4,32,3.003891166,0.125,0.375486396
ছাগলীটোয়ে,1,1,7,3.605951158,0.142857143,0.51513588
ছাগলীয়ে,1,1,6,3.605951158,0.166666667,0.60099186
ছাগলীয়ে,1,1,6,3.605951158,0.166666667,0.60099186
ছাগলে,1,1,7,3.605951158,0.142857143,0.51513588
ছাগে,3,3,63,3.128829903,0.047619048,0.1489919
ছাগোলগুলা,1,1,12,3.605951158,0.083333333,0.30049593
ছাছা,1,1,11,3.605951158,0.090909091,0.327813742
ছাড়া,1,1,19,3.605951158,0.052631579,0.189786903
ছাতি,1,1,21,3.605951158,0.047619048,0.17171196
ছাত্ৰ,6,5,65,2.906981153,0.092307692,0.268336722
ছাত্ৰ-ছাত্ৰী,1,1,15,3.605951158,0.066666667,0.240396744
ছাত্ৰ-ছাত্ৰীয়ে,1,1,23,3.605951158,0.043478261,0.156780485
ছাত্ৰ-ছাত্ৰীৰ,2,2,23,3.304921162,0.086956522,0.287384449
ছাত্ৰই,1,1,35,3.605951158,0.028571429,0.103027176
ছাত্ৰসন্থা,1,1,42,3.605951158,0.023809524,0.08585598
ছাত্ৰী,1,1,14,3.605951158,0.071428571,0.25756794
ছাত্ৰীও,1,1,25,3.605951158,0.04,0.144238046
ছাত্ৰীক,1,1,20,3.605951158,0.05,0.180297558
ছাত্ৰীৰ,1,1,10,3.605951158,0.1,0.360595116
ছাত্ৰৰ,1,1,17,3.605951158,0.058823529,0.212114774
ছানি,1,1,8,3.605951158,0.125,0.450743895
ছাব,1,1,7,3.605951158,0.142857143,0.51513588
ছাবি,2,2,31,3.304921162,0.064516129,0.21322072
ছাবিহি,1,1,17,3.605951158,0.058823529,0.212114774
ছাল,2,2,20,3.304921162,0.1,0.330492116
ছালকৰ,1,1,19,3.605951158,0.052631579,0.189786903
ছালা,4,4,38,3.003891166,0.105263158,0.31619907
ছাৰ,10,9,202,2.651708648,0.04950495,0.131272705
"ছাৰ,অসমীয়া",1,1,7,3.605951158,0.142857143,0.51513588
ছাৰক,5,5,60,2.906981153,0.083333333,0.242248429
ছাৰটিফিকেটৰ,1,1,20,3.605951158,0.05,0.180297558
ছাৰে,1,1,14,3.605951158,0.071428571,0.25756794
ছাৰৰ,2,2,21,3.304921162,0.095238095,0.314754396
ছাৱা,1,1,9,3.605951158,0.111111111,0.40066124
ছি,1,1,7,3.605951158,0.142857143,0.51513588
ছি:,1,1,5,3.605951158,0.2,0.721190232
ছিঃ,5,3,48,3.128829903,0.104166667,0.325919782
ছিগা,1,1,16,3.605951158,0.0625,0.225371947
ছিঙা,1,1,8,3.605951158,0.125,0.450743895
ছিঙিব,1,1,6,3.605951158,0.166666667,0.60099186
ছিদ্ৰ...।,1,1,11,3.605951158,0.090909091,0.327813742
ছিধা,1,1,8,3.605951158,0.125,0.450743895
ছিলাম,1,1,15,3.605951158,0.066666667,0.240396744
ছিলেন।,1,1,15,3.605951158,0.066666667,0.240396744
ছিহ,1,1,7,3.605951158,0.142857143,0.51513588
ছিৰিয়াছ,1,1,14,3.605951158,0.071428571,0.25756794
ছুতিয়া,1,1,6,3.605951158,0.166666667,0.60099186
"ছুদিৰভাইহত,",1,1,16,3.605951158,0.0625,0.225371947
ছুদুভাই,1,1,1,3.605951158,1,3.605951158
ছুদুৰ,1,1,7,3.605951158,0.142857143,0.51513588
ছুদুৰভাই,1,1,8,3.605951158,0.125,0.450743895
ছুদুৰ্ভাই,1,1,6,3.605951158,0.166666667,0.60099186
ছুৰৰ,1,1,4,3.605951158,0.25,0.901487789
ছূদিলেহে,1,1,5,3.605951158,0.2,0.721190232
ছে,3,3,27,3.128829903,0.111111111,0.347647767
ছেকুলাৰিষ্ট,1,1,14,3.605951158,0.071428571,0.25756794
ছেকেণ্ডহেন্দ,1,1,2,3.605951158,0.5,1.802975579
ছেক্সী,2,2,16,3.304921162,0.125,0.413115145
ছেক্সৰ,1,1,12,3.605951158,0.083333333,0.30049593
ছেছেই,1,1,27,3.605951158,0.037037037,0.133553747
ছেট,4,4,31,3.003891166,0.129032258,0.38759886
ছেট।,1,1,12,3.605951158,0.083333333,0.30049593
ছেভ,1,1,23,3.605951158,0.043478261,0.156780485
ছেলেকা,1,1,13,3.605951158,0.076923077,0.277380858
ছেল্ফি,1,1,14,3.605951158,0.071428571,0.25756794
ছেৰা,1,1,12,3.605951158,0.083333333,0.30049593
ছেৰি,1,1,17,3.605951158,0.058823529,0.212114774
ছোচিয়েল,2,2,27,3.304921162,0.074074074,0.244808975
ছোদমাৰেনী,1,1,6,3.605951158,0.166666667,0.60099186
ছোন,1,1,10,3.605951158,0.1,0.360595116
ছোবালীক,1,1,25,3.605951158,0.04,0.144238046
ছোরালী,1,1,22,3.605951158,0.045454545,0.163906871
ছোলী,1,1,3,3.605951158,0.333333333,1.201983719
ছোৱালি,3,3,53,3.128829903,0.056603774,0.177103579
ছোৱালিয়েকৰে,1,1,2,3.605951158,0.5,1.802975579
